Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Daily Return,30-Day Rolling STD,30-Day Rolling SMA,30-Day Rolling EWMA,RSI,MACD,5D Return,21D Return,mentions,post_count,mean_sentiment,score_sum,comment_sum,weighted_sentiment,next_close,next_return,target_direction
2025-10-20,353.79998779296875,356.5899963378906,347.8399963378906,349.239990234375,347.293701171875,15640200,0.0,0.0,-0.00025762557281072684,11.156694362156356,344.4546671549479,344.03942552636653,71.96474510894292,2.376512277355971,-0.020913994161363858,0.012465900627745219,0.0,0.0,0.0,0.0,0.0,0.0,342.6600036621094,-0.018840873772358657,0
2025-10-21,350.0,351.1000061035156,341.30999755859375,342.6600036621094,340.7503967285156,16092600,0.0,0.0,-0.018840873772358657,11.065801664078391,344.6543334960937,343.9778205090621,68.42534091647933,1.9587209779771797,-0.004271645017422165,0.011422990700961977,0.0,0.0,0.0,0.0,0.0,0.0,340.29998779296875,-0.00688733976512701,0
2025-10-22,347.29998779296875,348.010009765625,335.510009765625,340.29998779296875,338.4035339355469,19268800,0.0,0.0,-0.00688733976512701,10.035658407245096,343.6786661783854,343.8170758494135,67.14969825726419,1.4208066316038526,-0.031394982497538915,0.0040124663414362605,0.0,0.0,0.0,0.0,0.0,0.0,344.2900085449219,0.01172500997672854,1
2025-10-23,340.3999938964844,346.57000732421875,340.3999938964844,344.2900085449219,342.3713073730469,12859200,0.0,0.0,0.01172500997672854,9.575117598589836,343.1673329671224,343.83732351894446,68.2281470358642,1.3014644927878862,-0.027841269296885796,0.01467687666782691,0.0,0.0,0.0,0.0,0.0,0.0,354.1300048828125,0.028580545742461494,1
2025-10-24,352.510009765625,358.29998779296875,350.8800048828125,354.1300048828125,352.1564636230469,16143700,0.0,0.0,0.028580545742461494,9.282735990877057,342.9759999593099,344.2693551740607,70.77616147700711,1.9780882857093047,0.013740642072116893,0.05364474398058716,0.0,0.0,0.0,0.0,0.0,0.0,362.04998779296875,0.022364619775093963,1
2025-10-27,361.5400085449219,362.75,355.0799865722656,362.04998779296875,360.0323181152344,20065800,0.0,0.0,0.022364619775093963,9.128930678126505,342.9079996744792,345.00167821239313,72.6755947844962,3.117457833842934,0.036679641269022456,0.08226463729439093,0.0,0.0,0.0,0.0,0.0,0.0,372.9700012207031,0.030161617997288115,1
2025-10-28,362.6199951171875,374.05999755859375,362.5299987792969,372.9700012207031,370.8914794921875,21056000,0.0,0.0,0.030161617997288115,10.209468191600674,343.3403330485026,346.13284417625465,75.08055939529874,4.845711880503757,0.08845502023773366,0.13745046710323217,0.0,0.0,0.0,0.0,0.0,0.0,385.9800109863281,0.03488218817343003,1
2025-10-29,373.19000244140625,386.4800109863281,373.19000244140625,385.9800109863281,383.8289794921875,24975200,0.0,0.0,0.03488218817343003,12.838615192774741,344.6673329671224,347.7165639079572,77.60909332782676,7.1823708228034775,0.13423457194230082,0.16995546270747552,0.0,0.0,0.0,0.0,0.0,0.0,376.4700012207031,-0.024638606909521688,0
2025-10-30,386.3999938964844,386.3999938964844,370.05999755859375,376.4700012207031,374.3719787597656,24295300,0.0,0.0,-0.024638606909521688,14.09173519602192,345.7046661376953,348.8403673127385,71.86849608782484,8.172602880933766,0.09346769257633714,0.12921798698048548,0.0,0.0,0.0,0.0,0.0,0.0,369.6300048828125,-0.01816876860231087,0
2025-10-31,378.2699890136719,378.82000732421875,365.1000061035156,369.6300048828125,367.570068359375,21598400,0.0,0.0,-0.01816876860231087,14.75109612957033,346.5276662190755,349.6399243514299,67.97403720807579,8.309649909427037,0.04376923668224397,0.09299784992657112,0.0,0.0,0.0,0.0,0.0,0.0,362.54998779296875,-0.019154335406532774,0
2025-11-03,372.0,374.8500061035156,361.9800109863281,362.54998779296875,360.5295104980469,17198900,0.0,0.0,-0.019154335406532774,14.957728747116171,347.3196655273438,350.1288017203953,64.10196852345065,7.7575383843054055,0.001381024766905714,0.07146021522211798,0.0,0.0,0.0,0.0,0.0,0.0,351.94000244140625,-0.02926488955675055,0
2025-11-04,358.5199890136719,368.95001220703125,351.0,351.94000244140625,349.9786682128906,24047500,0.0,0.0,-0.02926488955675055,14.89477026403048,347.7529988606771,350.1963726915088,58.705109749580274,6.390186780916849,-0.05638522859872708,0.04903279586833342,0.0,0.0,0.0,0.0,0.0,0.0,358.9800109863281,0.020003433812824323,1
2025-11-05,350.8900146484375,364.8699951171875,350.0899963378906,358.9800109863281,356.9794616699219,17087600,0.0,0.0,0.020003433812824323,14.943151821752162,348.4086659749349,350.51939312180497,61.04846101510675,5.807673394028768,-0.0699518089835911,0.06709077339711955,0.0,0.0,0.0,0.0,0.0,0.0,355.5899963378906,-0.00944346354863368,0
2025-11-06,360.1099853515625,363.5,352.7099914550781,355.5899963378906,353.60833740234375,19896900,0.0,0.0,-0.00944346354863368,14.812671895673283,349.05833231608074,350.7033029633599,59.303309729659446,5.014675430705097,-0.055462599450445293,0.029204041498959832,0.0,0.0,0.0,0.0,0.0,0.0,349.42999267578125,-0.017323332280292814,0
2025-11-07,354.19000244140625,354.5,337.2699890136719,349.42999267578125,347.4826354980469,21903200,0.0,0.0,-0.017323332280292814,14.556320514581586,349.55499877929685,350.6577322395094,56.161628395147716,3.84483712820969,-0.05464927614151738,0.012781878739015928,0.0,0.0,0.0,0.0,0.0,0.0,358.3900146484375,0.025641822855686502,1
2025-11-10,357.8999938964844,360.0,354.6099853515625,358.3900146484375,356.3927307128906,16409000,0.0,0.0,0.025641822855686502,14.047748333736395,350.571332804362,350.9309266096637,59.52076941554339,3.5992409274555826,-0.011474205722237563,0.10399534626447093,0.0,0.0,0.0,0.0,0.0,0.0,351.9599914550781,-0.017941412792058076,0
2025-11-11,358.9700012207031,361.8900146484375,349.6700134277344,351.9599914550781,349.9985656738281,16446800,0.0,0.0,-0.017941412792058076,13.495425640155288,351.30633239746095,350.966836604213,56.19306537071297,2.8528689379078287,5.6796651512147633e-05,-0.013288535435210469,0.0,0.0,0.0,0.0,0.0,0.0,355.2200012207031,0.009262444154937599,1
2025-11-12,358.0400085449219,358.8699951171875,351.67999267578125,355.2200012207031,353.2403869628906,12190500,0.0,0.0,0.009262444154937599,13.07815538670127,352.03399861653645,351.1134860290372,57.49069631667333,2.4956509907859754,-0.010474148004213535,0.032226182490733724,0.0,0.0,0.0,0.0,0.0,0.0,339.9800109863281,-0.04290296205732569,0
2025-11-13,351.5799865722656,353.54998779296875,334.1600036621094,339.9800109863281,338.0853576660156,22616600,0.0,0.0,-0.04290296205732569,13.016386802302993,352.093999226888,350.73402000123724,50.029851390169874,0.9716131959593781,-0.04389883155410679,-0.03230574109734552,0.0,0.0,0.0,0.0,0.0,0.0,342.4599914550781,0.007294489054092468,1
2025-11-14,331.4700012207031,344.739990234375,329.05999755859375,342.4599914550781,340.5514831542969,18500800,0.0,0.0,0.007294489054092468,12.888476075398248,352.23033243815104,350.4551488979528,51.14102783449387,-0.03567282465644439,-0.019946774366246922,-0.033008619632570624,0.0,0.0,0.0,0.0,0.0,0.0,342.6499938964844,0.0005548164636661745,1
2025-11-17,339.82000732421875,352.20001220703125,337.5199890136719,342.6499938964844,340.7404479980469,14799600,0.0,0.0,0.0005548164636661745,12.631524091334997,352.468999226888,350.1949082408691,51.23050582881411,-0.8092936110135724,-0.04391869223084599,-0.019122299638022477,0.0,0.0,0.0,0.0,0.0,0.0,340.5,-0.0062746065512374605,0
