Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Daily Return,30-Day Rolling STD,30-Day Rolling SMA,30-Day Rolling EWMA,RSI,MACD,5D Return,21D Return,mentions,post_count,mean_sentiment,score_sum,comment_sum,weighted_sentiment,next_close,next_return,target_direction
2025-10-13,187.97000122070312,190.11000061035156,185.9600067138672,188.32000732421875,188.08013916015625,153482800,0.0,0.0,0.028172109406748413,7.030940191962948,179.27033386230468,180.4944239237703,58.638413769654264,3.770306190488384,0.014983368215383708,0.05904847355480869,0.0,0.0,0.0,0.0,0.0,0.0,180.02999877929688,-0.04402085929536681,0
2025-10-14,184.77000427246094,184.8000030517578,179.6999969482422,180.02999877929688,179.80067443847656,205641400,0.0,0.0,-0.04402085929536681,6.8461635295751515,179.57866719563802,180.47368268441255,48.00345797062927,3.046879161674667,-0.02707519827396898,0.012826997351881086,0.0,0.0,0.0,0.0,0.0,0.0,179.8300018310547,-0.0011109090129327592,0
2025-10-15,184.8000030517578,184.8699951171875,177.2899932861328,179.8300018310547,179.60093688964844,214450500,0.0,0.0,-0.0011109090129327592,6.633786526521527,179.8856674194336,180.44554974099657,47.77832584207611,2.429415161329217,-0.04907196208209896,0.02830510527237906,0.0,0.0,0.0,0.0,0.0,0.0,181.80999755859375,0.011010374839450998,1
2025-10-16,182.22999572753906,183.27999877929688,179.77000427246094,181.80999755859375,181.57839965820312,179723300,0.0,0.0,0.011010374839450998,6.45625601374873,180.2240005493164,180.50396585129155,50.26518412102578,2.075909804151962,-0.05587583401556928,0.06764933188472355,0.0,0.0,0.0,0.0,0.0,0.0,183.22000122070312,0.007755369237354204,1
2025-10-17,180.17999267578125,184.10000610351562,179.75,183.22000122070312,182.9866180419922,173135200,0.0,0.0,0.007755369237354204,5.973206022346702,180.76400044759114,180.61797047404423,52.01754434688171,1.8877687503021434,0.0003275691056681129,0.039605058499670776,0.0,0.0,0.0,0.0,0.0,0.0,182.63999938964844,-0.0031656032485013474,0
2025-10-20,183.1300048828125,185.1999969482422,181.72999572753906,182.63999938964844,182.4073486328125,128544700,0.0,0.0,-0.0031656032485013474,5.496923071499159,181.24166717529297,180.70125088317303,51.21811466659257,1.6725838042068801,-0.03016146831808153,0.03379182250850632,0.0,0.0,0.0,0.0,0.0,0.0,181.16000366210938,-0.008103349389427028,0
2025-10-21,182.7899932861328,182.7899932861328,179.8000030517578,181.16000366210938,180.9292449951172,124240200,0.0,0.0,-0.008103349389427028,5.128704217895545,181.5883341471354,180.71980492837645,49.142698464630065,1.3668684886395397,0.006276758820610739,-0.013343483144153234,0.0,0.0,0.0,0.0,0.0,0.0,180.27999877929688,-0.00485761131057294,0
2025-10-22,181.13999938964844,183.44000244140625,176.75999450683594,180.27999877929688,180.05035400390625,162249600,0.0,0.0,-0.00485761131057294,5.072212556300675,181.6866673787435,180.70232489824681,47.89983077665911,1.0415712736699732,0.0025023463474407315,0.010368246255982427,0.0,0.0,0.0,0.0,0.0,0.0,182.16000366210938,0.010428249919804289,1
2025-10-23,180.4199981689453,183.02999877929688,179.7899932861328,182.16000366210938,181.92796325683594,111363700,0.0,0.0,0.010428249919804289,5.000298637971943,181.8530008951823,180.75929702092168,50.764676700592666,0.9248109246883587,0.0019251202255960997,0.029327018170349106,0.0,0.0,0.0,0.0,0.0,0.0,186.25999450683594,0.02250763483915863,1
2025-10-24,183.83999633789062,187.47000122070312,183.5,186.25999450683594,186.02273559570312,131296700,0.0,0.0,0.02250763483915863,5.002994679143189,182.13433380126952,180.97085055944538,56.39584610771077,1.1498576596844714,0.016592038346680882,0.04823001827722795,0.0,0.0,0.0,0.0,0.0,0.0,191.49000549316406,0.028079089125798262,1
2025-10-27,189.99000549316406,192.0,188.42999267578125,191.49000549316406,191.24609375,153452700,0.0,0.0,0.028079089125798262,5.212326245910251,182.592333984375,181.36918917420303,62.31659136944435,1.7302813893208793,0.04845601255524978,0.07463944592588034,0.0,0.0,0.0,0.0,0.0,0.0,201.02999877929688,0.049819797443545255,1
2025-10-28,193.0500030517578,203.14999389648438,191.91000366210938,201.02999877929688,200.77392578125,297986200,0.0,0.0,0.049819797443545255,6.004467854185787,183.46400044759113,182.10268048882216,70.25152604432094,2.9263361246611623,0.1096820198472066,0.10547149866392247,0.0,0.0,0.0,0.0,0.0,0.0,207.0399932861328,0.029896008274039154,1
2025-10-29,207.97999572753906,212.19000244140625,204.77999877929688,207.0399932861328,206.77627563476562,308829600,0.0,0.0,0.029896008274039154,6.905294360075387,184.68900044759116,183.01975621983985,73.97009956378903,4.309497246915697,0.14843573712021252,0.10965800865199005,0.0,0.0,0.0,0.0,0.0,0.0,202.88999938964844,-0.020044407027916655,0
2025-10-30,205.14999389648438,206.16000366210938,201.41000366210938,202.88999938964844,202.63156127929688,178864400,0.0,0.0,-0.020044407027916655,7.471846907440915,185.57733357747395,183.74044626741133,67.67903815545725,5.0130057669464065,0.11380102827617078,0.0835825327779951,0.0,0.0,0.0,0.0,0.0,0.0,202.49000549316406,-0.0019714815796129104,0
2025-10-31,206.4499969482422,207.97000122070312,202.07000732421875,202.49000549316406,202.23207092285156,179802200,0.0,0.0,-0.0019714815796129104,7.886045753900574,186.43800048828126,184.41147751103654,67.08680134624484,5.475151039992255,0.0871363226939883,0.0719996090182684,0.0,0.0,0.0,0.0,0.0,0.0,206.8800048828125,0.02168007936469052,1
2025-11-03,208.0800018310547,211.33999633789062,205.55999755859375,206.8800048828125,206.61648559570312,180267300,0.0,0.0,0.02168007936469052,8.700634146014291,187.2136672973633,185.20532787228808,70.17185835721781,6.125035167735234,0.08036972660799169,0.10265435596880379,0.0,0.0,0.0,0.0,0.0,0.0,198.69000244140625,-0.03958817792007252,0
2025-11-04,203.0,203.97000122070312,197.92999267578125,198.69000244140625,198.43690490722656,188919300,0.0,0.0,-0.03958817792007252,8.781251705015002,187.88900095621744,185.67588577000814,59.05129510383081,5.9110691452252695,-0.011640035577275332,0.07087425693173333,0.0,0.0,0.0,0.0,0.0,0.0,195.2100067138672,-0.017514699706973502,0
2025-11-05,198.77000427246094,202.9199981689453,194.64999389648438,195.2100067138672,194.9613494873047,171350300,0.0,0.0,-0.017514699706973502,8.629307933847477,188.49700113932292,186.00462295248178,55.058581257440665,5.39846283997673,-0.05713865415324071,0.054961164054995404,0.0,0.0,0.0,0.0,0.0,0.0,188.0800018310547,-0.03652479195527836,0
2025-11-06,196.4199981689453,197.6199951171875,186.3800048828125,188.0800018310547,187.84043884277344,223029800,0.0,0.0,-0.03652479195527836,8.385677386644378,188.8433344523112,186.07535879876616,47.91084685934259,4.366551951025144,-0.07299520727067121,-0.005446559018415509,0.0,0.0,0.0,0.0,0.0,0.0,188.14999389648438,0.000372139859359244,1
2025-11-07,184.89999389648438,188.32000732421875,178.91000366210938,188.14999389648438,187.91030883789062,264942300,0.0,0.0,0.000372139859359244,8.143007356895335,189.17533416748046,186.14528311379428,47.98223708035123,3.5138968956583767,-0.07081836736462432,-0.02295276138351421,0.0,0.0,0.0,0.0,0.0,0.0,199.0500030517578,0.0579325512031128,1
2025-11-10,195.11000061035156,199.94000244140625,193.7899932861328,199.0500030517578,198.7964630126953,198897100,0.0,0.0,0.0579325512031128,8.214654315379933,189.74866739908853,186.5755542353165,57.704153580516746,3.6753342989038345,-0.03784803579973817,0.08675474487848378,0.0,0.0,0.0,0.0,0.0,0.0,193.16000366210938,-0.02959055161690649,0
2025-11-11,195.16000366210938,195.4199981689453,191.3000030517578,193.16000366210938,192.91395568847656,176483300,0.0,0.0,-0.02959055161690649,8.214976608347742,189.96800079345704,186.79281227286225,52.043814991602076,3.290074942170861,-0.027832295089571413,0.02570091413366349,0.0,0.0,0.0,0.0,0.0,0.0,193.8000030517578,0.003313312163567561,1
