Date,Close,Predicted Close
2026-05-11,115.4800033569336,115.63797744028147
2026-05-12,116.16000366210938,116.2410808499323
2026-05-13,115.4800033569336,115.87390949745856
2026-05-14,116.38999938964844,116.70085410384766
2026-05-15,116.80999755859375,117.24521744045978
2026-05-18,118.66999816894531,118.62714453840998
2026-05-19,118.41000366210938,118.64530198623068
2026-05-20,117.22000122070312,117.53013122731187
2026-05-21,117.80999755859375,118.10590284888906
2026-05-22,117.86000061035156,118.30781480344731
2026-05-26,116.81999969482422,117.18528108060775
2026-05-27,114.8499984741211,115.31046878649575
2026-05-28,112.62999725341797,113.34525094638639
2026-05-29,112.41999816894531,112.75936849212907
2026-06-01,112.11000061035156,112.48143189139431
2026-06-02,113.62999725341797,113.88499639529721
2026-06-03,114.5,114.67522085701415
2026-06-04,115.29000091552734,115.52657539439576
2026-06-05,118.23999786376953,117.99769939433244
2026-06-08,115.23999786376953,115.73463956719556
2026-06-09,115.61000061035156,115.9450324082494
2026-06-10,117.11000061035156,116.86918962376534
2026-06-11,116.44999694824219,116.3526705993888
2026-06-12,117.80000305175781,117.28028928662673
2026-06-15,116.95999908447266,116.95735996516221
2026-06-16,117.41000366210938,117.34656513972422
2026-06-17,116.23999786376953,116.24869410818842
2026-06-18,115.47000122070312,115.64254916382653
2026-06-22,116.55000305175781,116.52151626069747
2026-06-23,118.79000091552734,118.30672439294756
2026-06-24,117.75,117.62615053359889
2026-06-25,118.2300033569336,118.22618583447061
2026-06-26,120.1500015258789,119.85299987102562
2026-06-29,120.08000183105469,120.16430781321779
2026-06-30,117.25,117.75623754852917
2026-07-01,118.48999786376953,118.66264573520887
2026-07-02,120.87999725341797,120.16080933695602
2026-07-06,120.47000122070312,119.8832764844759
2026-07-07,121.48999786376953,120.67060815752271
2026-07-08,121.44000244140625,120.88543379246141
2026-07-09,121.98999786376953,121.56373204798754
2026-07-10,121.91000366210938,121.58239534980835
2026-07-13,123.30000305175781,122.73583312830479
2026-07-14,122.05000305175781,121.82804339233434
2026-07-15,121.01000213623047,121.01584012123212
