Date,Actual,Predicted
2026-02-10,3.7600002,1.9084464
2026-02-11,3.67,1.9069577
2026-02-12,3.55,1.8969232
2026-02-13,3.59,1.8798305
2026-02-17,3.6600003,1.8763714
2026-02-18,3.79,1.8819191
2026-02-19,4.04,1.8979582
2026-02-20,4.15,1.9314175
2026-02-23,4.5,1.9579647
2026-02-24,4.7400002,2.0070193
2026-02-25,4.55,2.0542796
2026-02-26,4.92,2.0560699
2026-02-27,4.93,2.096537
2026-03-02,5.05,2.1155868
2026-03-03,5.31,2.1372325
2026-03-04,5.5400004,2.1743124
2026-03-05,5.2800007,2.2150123
2026-03-06,5.5300007,2.2065694
2026-03-09,5.9600005,2.2296228
2026-03-10,5.8200006,2.2844071
2026-03-11,5.48,2.2944252
2026-03-12,5.0300007,2.2645028
2026-03-13,5.3700004,2.2048118
2026-03-16,5.3600006,2.2134824
2026-03-17,5.04,2.2152698
2026-03-18,4.9500003,2.1827128
2026-03-19,5.2000003,2.1589649
2026-03-20,4.76,2.174042
2026-03-23,5.48,2.1343071
2026-03-24,5.0,2.1920478
2026-03-25,5.3,2.1668255
2026-03-26,4.9500003,2.1878052
2026-03-27,4.37,2.1602705
2026-03-30,4.01,2.087805
2026-03-31,4.2300005,2.0176775
2026-04-01,4.21,2.0086496
2026-04-02,4.13,2.0012014
2026-04-06,4.53,1.9891175
2026-04-07,4.5100007,2.0255744
2026-04-08,4.8600006,2.0392344
2026-04-09,5.05,2.082455
2026-04-10,4.76,2.1216142
2026-04-13,4.76,2.1093051
2026-04-14,4.8600006,2.1046507
2026-04-15,4.91,2.1130006
2026-04-16,4.93,2.1218452
2026-04-17,5.22,2.1279614
2026-04-20,4.9900002,2.1610835
2026-04-21,5.0300007,2.151804
2026-04-22,4.78,2.1524494
2026-04-23,4.6400003,2.1265717
2026-04-24,4.46,2.1005485
2026-04-27,4.88,2.0698223
2026-04-28,4.88,2.0997705
2026-04-29,4.67,2.112353
2026-04-30,4.9500003,2.096313
2026-05-01,4.93,2.1187716
2026-05-04,5.0200005,2.1263466
2026-05-05,4.87,2.1394188
2026-05-06,5.1500006,2.1296816
2026-05-07,4.93,2.1548696
2026-05-08,5.01,2.1428902
2026-05-11,5.25,2.1463625
2026-05-12,5.22,2.1727893
2026-05-13,6.53,2.1813455
2026-05-14,7.42,2.3214617
2026-05-15,7.08,2.4747183
2026-05-18,7.29,2.5095212
2026-05-19,7.5900006,2.5489671
2026-05-20,8.97,2.5979576
2026-05-21,7.56,2.760068
2026-05-22,7.78,2.6899881
2026-05-26,8.12,2.6837115
2026-05-27,8.58,2.7148163
2026-05-28,9.18,2.7748728
2026-05-29,9.31,2.8620198
2026-06-01,9.07,2.9143376
2026-06-02,8.330001,2.9148185
2026-06-03,8.19,2.8418164
2026-06-04,9.04,2.7955587
2026-06-05,8.23,2.859574
2026-06-08,7.98,2.8057466
2026-06-09,7.6800003,2.7574043
2026-06-10,7.15,2.7049782
2026-06-11,7.7499995,2.6271195
2026-06-12,7.8299994,2.6528168
2026-06-15,7.7300005,2.671012
2026-06-16,7.5299997,2.6690404
2026-06-17,7.76,2.648094
2026-06-18,8.05,2.6622043
2026-06-22,8.53,2.6975474
2026-06-23,9.07,2.7617936
2026-06-24,9.170001,2.8449106
2026-06-25,10.530001,2.8925524
2026-06-26,12.39,3.0498972
2026-06-29,15.45,3.3012455
