Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Daily Return,30-Day Rolling STD,30-Day Rolling SMA,30-Day Rolling EWMA,RSI,MACD,5D Return,21D Return
2025-07-11,10.649999618530273,10.65999984741211,10.300000190734863,10.479999542236328,10.473930358886719,7637100,0.0,0.0,,,,10.479999542236328,,0.0,,
2025-07-14,10.40999984741211,10.579999923706055,10.390000343322754,10.470000267028809,10.463936805725098,5085500,0.0,0.0,-0.0009541293553707586,,,10.474942149123398,0.0,-0.0007976629795187762,,
2025-07-15,10.479999542236328,10.510000228881836,10.180000305175781,10.34000015258789,10.33401107788086,5268900,0.0,0.0,-0.01241643850290075,,,10.428918300497834,0.0,-0.011783901930501273,,
2025-07-16,10.359999656677246,10.359999656677246,10.069999694824219,10.119999885559082,10.11413860321045,5112400,0.0,0.0,-0.021276621255537087,,,10.348991870388884,0.0,-0.03780694347068447,,
2025-07-17,10.020000457763672,10.039999961853027,9.680000305175781,9.800000190734863,9.79432487487793,8883600,0.0,0.0,-0.03162052356155143,,,10.234062081490864,0.0,-0.08329155915372333,,
2025-07-18,9.960000038146973,9.960000038146973,9.739999771118164,9.760000228881836,9.754347801208496,6577900,0.0,0.0,-0.004081628681073313,,,10.150418707263759,0.0,-0.12116934265259971,-0.06870222755762179,
2025-07-21,9.899999618530273,10.039999961853027,9.789999961853027,9.800000190734863,9.79432487487793,6642100,0.0,0.0,0.004098356651125901,,,10.096823195186802,5.53632900713292,-0.14627394139817085,-0.06399236477613568,
2025-07-22,9.960000038146973,10.09000015258789,9.770000457763672,9.979999542236328,9.97421932220459,8290100,0.0,0.0,0.01836728040797797,,,10.081012442298386,25.519359112198373,-0.14991692443919113,-0.03481630609661657,
2025-07-23,10.0600004196167,10.460000038146973,10.0,10.319999694824219,10.3140230178833,8303600,0.0,0.0,0.03406815312455436,,,10.110085923320597,47.927210726291655,-0.1239401391573196,0.01976282722596956,
2025-07-24,10.220000267028809,10.229999542236328,10.039999961853027,10.119999885559082,10.11413860321045,5465600,0.0,0.0,-0.019379827052266485,,,10.111183527720941,40.25512944431676,-0.1181299344572615,0.0326530294485865,
2025-07-25,10.119999885559082,10.119999885559082,9.789999961853027,9.869999885559082,9.864283561706543,4634300,0.0,0.0,-0.02470355759161047,,,10.086638233239695,33.1184504867264,-0.13217458964146367,0.011270456362463488,
2025-07-28,9.75,9.869999885559082,9.510000228881836,9.84000015258789,9.834301948547363,8234100,0.0,0.0,-0.0030394866584633196,,,10.06337408188596,32.376680400967174,-0.14406511482745543,0.004081628681073202,
2025-07-29,9.899999618530273,9.9399995803833,9.699999809265137,9.859999656677246,9.854289054870605,7465200,0.0,0.0,0.002032469896262823,,,10.04547060768998,33.446854445895326,-0.15014388363753106,-0.012024037180686342,
2025-07-30,9.729999542236328,9.800000190734863,8.930000305175781,9.170000076293945,9.164689064025879,13595300,0.0,0.0,-0.06997967590354115,,,9.973117932838393,21.062342773353663,-0.2082381119536354,-0.11143407485826107,
2025-07-31,9.09000015258789,9.399999618530273,9.010000228881836,9.270000457763672,9.264631271362305,6691600,0.0,0.0,0.010905166917963838,,,9.918288307932094,25.37500490716336,-0.2434032106942663,-0.08399203926951937,
2025-08-01,9.149999618530273,9.210000038146973,9.020000457763672,9.0600004196167,9.054753303527832,5913300,0.0,0.0,-0.022653724679279397,,,9.854856077017443,22.58454979554776,-0.28493252801339075,-0.08206681614328115,
2025-08-04,9.170000076293945,9.34000015258789,9.140000343322754,9.25,9.244643211364746,2239100,0.0,0.0,0.020971255141656986,,,9.812325696821729,30.07673580913051,-0.29906598641787063,-0.05995936417061154,
2025-08-05,9.239999771118164,9.350000381469727,9.100000381469727,9.210000038146973,9.204666137695312,5914100,0.0,0.0,-0.004324320200327247,,,9.771892788710717,29.430967009489308,-0.3099219295729885,-0.06592288449930017,
2025-08-06,9.319999694824219,9.359999656677246,9.039999961853027,9.1899995803833,9.184677124023438,5559400,0.0,0.0,-0.002171602354053448,,,9.734488049212956,29.094592040191003,-0.3164909024127276,0.0021809709839650804,
2025-08-07,9.239999771118164,9.40999984741211,9.239999771118164,9.380000114440918,9.374567985534668,4862400,0.0,0.0,0.020674705411650507,,,9.712607908942186,36.51747940749697,-0.3028740618647596,0.011866197545343349,
2025-08-08,9.479999542236328,9.729999542236328,9.350000381469727,9.640000343322754,9.634417533874512,5134900,0.0,0.0,0.027718574169477206,,,9.70829407128673,45.0022825075803,-0.26801328178828676,0.0640176486581876,
2025-08-11,9.609999656677246,9.609999656677246,9.289999961853027,9.550000190734863,9.544468879699707,8029800,0.0,0.0,-0.009336115081181484,,,9.699221170901762,42.86648685948257,-0.2448259217434945,0.0324324530524176,-0.08874040001179351
2025-08-12,9.630000114440918,9.920000076293945,9.619999885559082,9.850000381469727,9.844295501708984,9223700,0.0,0.0,0.03141363191028157,,,9.707575329876137,51.18329342038022,-0.19993750852449566,0.06948972211421611,-0.05921679749250153
2025-08-13,11.569999694824219,12.100000381469727,11.020000457763672,11.329999923706055,11.32343864440918,30836400,0.0,0.0,0.15025375481411873,,,9.794633141061272,72.47243640950785,-0.044427392137205146,0.23286185430201045,0.09574465730258108
2025-08-14,11.130000114440918,11.140000343322754,10.739999771118164,10.989999771118164,10.983633995056152,10443300,0.0,0.0,-0.030008839795002906,,,9.856857712683615,65.4146730629015,0.05079479391006814,0.17164175234908385,0.08596836911041317
2025-08-15,11.130000114440918,11.180000305175781,10.960000038146973,11.029999732971191,11.023611068725586,6145400,0.0,0.0,0.0036396690342204163,,,9.91619195061553,65.8362002076897,0.12801109282529666,0.1441908029195491,0.1255101549282822
2025-08-18,11.020000457763672,11.050000190734863,10.819999694824219,10.9399995803833,10.933663368225098,4708200,0.0,0.0,-0.008159578854644911,,,9.966575768869745,63.947658162588546,0.17986987789061182,0.14554967140178432,0.12090157006447666
2025-08-19,10.989999771118164,11.100000381469727,10.779999732971191,10.819999694824219,10.813733100891113,4386200,0.0,0.0,-0.010968911349343746,,,10.007495490002315,61.41789928724068,0.20887754052806073,0.09847708383639242,0.10408158002422141
2025-08-20,10.760000228881836,11.039999961853027,10.720000267028809,10.989999771118164,10.983633995056152,6237300,0.0,0.0,0.01571165259600371,,,10.053450494912138,63.61394999205926,0.24278523055488854,-0.030008839795002906,0.10120243238563464
2025-08-21,11.029999732971191,11.329999923706055,10.970000267028809,11.279999732971191,11.273467063903809,4466700,0.0,0.0,0.026387622192236115,0.6815859884640911,10.056999969482423,10.10947934154058,67.05850630195785,0.2897182014011648,0.026387622192236115,0.09302326226118396
2025-08-22,11.279999732971191,11.789999961853027,11.210000038146973,11.779999732971191,11.773177146911621,6075900,0.0,0.0,0.04432624218407666,0.7475405773097968,10.100333309173584,10.184084826844288,71.98314627915472,0.3630734554670383,0.06799637517289137,0.16403160733043842
2025-08-25,11.800000190734863,11.819999694824219,11.59000015258789,11.65999984741211,11.653246879577637,3848900,0.0,0.0,-0.010186747731683932,0.7977207461810637,10.139999961853027,10.248591691610937,69.30525539100319,0.40683529093881177,0.06581355526922072,0.18135764768062446
2025-08-26,11.699999809265137,11.800000190734863,11.550000190734863,11.75,11.743195533752441,5463500,0.0,0.0,0.007718709585392114,0.8497509440119142,10.186999956766764,10.312871491988428,70.20065293333599,0.44366482901130055,0.08595197147931999,0.19410567254003386
2025-08-27,11.59000015258789,11.670000076293945,11.479999542236328,11.59000015258789,11.583288192749023,3535500,0.0,0.0,-0.013617008290392252,0.8873073147292414,10.235999965667725,10.36647851522458,66.4874186477146,0.45470035016899324,0.05459512228985974,0.1754564458568797
2025-08-28,11.739999771118164,11.859999656677246,11.5600004196167,11.800000190734863,11.793166160583496,5197000,0.0,0.0,0.01811907121503209,0.9276366228834493,10.302666632334391,10.425520337381613,68.81867610958344,0.47491678317698494,0.046099332453326314,0.2868048083489039
2025-08-29,11.829999923706055,12.020000457763672,11.760000228881836,12.0,11.993049621582031,4350100,0.0,0.0,0.016949136104436047,0.9715608106640075,10.377333291371663,10.489199443369374,70.89522203138266,0.5012981125328633,0.01867574465329125,0.2944983179531495
2025-09-02,11.800000190734863,12.069999694824219,11.619999885559082,12.0600004196167,12.05301570892334,5595000,0.0,0.0,0.005000034968058342,1.0120273889453764,10.452666632334392,10.551630695069601,71.50824338770121,0.5210408044758914,0.03430536684727037,0.33112581247837514
