Date,Actual,Predicted
2026-04-28,1002.35,1129.1434
2026-04-29,1064.21,1143.412
2026-04-30,1096.51,1165.8467
2026-05-01,1187.0,1190.6731
2026-05-04,1255.86,1228.1238
2026-05-05,1406.32,1272.5753
2026-05-06,1409.98,1336.9398
2026-05-07,1339.96,1392.3307
2026-05-08,1562.34,1426.4254
2026-05-11,1547.56,1491.3387
2026-05-12,1452.02,1543.8585
2026-05-13,1447.23,1572.0004
2026-05-14,1382.7198,1593.8049
2026-05-15,1407.6099,1600.8933
2026-05-18,1333.01,1609.9572
2026-05-19,1383.29,1605.2942
2026-05-20,1392.56,1608.7678
2026-05-21,1542.2399,1613.0415
2026-05-22,1478.69,1640.8903
2026-05-26,1589.5499,1655.0212
2026-05-27,1589.94,1683.8103
2026-05-28,1641.64,1708.8213
2026-05-29,1694.98,1737.4866
2026-06-01,1761.43,1769.6072
2026-06-02,1716.3599,1806.2047
2026-06-03,1831.5,1830.0773
2026-06-04,1759.68,1865.8451
2026-06-05,1559.3198,1885.72
2026-06-08,1642.0,1873.0688
2026-06-09,1646.5399,1872.3209
2026-06-10,1643.23,1872.5732
2026-06-11,1881.5099,1872.6398
2026-06-12,1980.1,1906.9357
2026-06-15,2107.86,1950.6045
2026-06-16,1991.55,2004.4124
2026-06-17,1958.7999,2034.0253
2026-06-18,2184.75,2053.3296
2026-06-22,2273.73,2097.9717
2026-06-23,1963.5999,2145.8125
2026-06-24,1914.46,2147.0867
2026-06-25,2335.0,2140.1824
2026-06-26,2090.71,2185.8938
2026-06-29,2050.39,2195.316
2026-06-30,2273.73,2197.0183
2026-07-01,2032.22,2224.787
2026-07-02,1745.0,2219.8818
2026-07-06,1744.43,2179.2817
2026-07-07,1617.7,2143.9558
2026-07-08,1727.18,2097.9934
2026-07-09,1858.27,2072.643
2026-07-10,1915.92,2069.1038
2026-07-13,1673.97,2074.3435
2026-07-14,1757.82,2046.2537
2026-07-15,1614.9999,2032.4788
2026-07-16,1411.08,2001.2377
2026-07-17,1354.82,1945.5135
2026-07-20,1390.9498,1888.3431
2026-07-21,1589.4,1843.2887
2026-07-22,1599.27,1834.392
2026-07-23,1610.33,1830.7612
2026-07-24,1436.56,1829.9125
2026-07-27,1278.23,1801.8466
2026-07-28,1096.1,1753.4692
2026-07-29,1015.89,1681.8468
2026-07-30,1279.96,1604.336
2026-07-31,1214.8298,1581.4679
2026-08-03,1288.03,1554.4419
2026-08-04,1427.62,1543.9551
2026-08-05,1350.5,1559.581
2026-08-06,1258.5798,1561.1309
2026-08-07,1212.21,1546.5918
