Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Daily Return,30-Day Rolling STD,30-Day Rolling SMA,30-Day Rolling EWMA,RSI,MACD,5D Return,21D Return
2025-09-11,74.41000366210938,75.52999877929688,74.01000213623047,74.33000183105469,71.95742797851562,9803400,0.0,0.0,,,,74.33000183105469,,0.0,,
2025-09-12,74.23999786376953,74.27999877929688,71.93000030517578,73.0,70.66987609863281,11806000,0.0,0.0,-0.01789320325966981,,,73.65731886544319,0.0,-0.10609701216390022,,
2025-09-15,73.18000030517578,73.20999908447266,72.58000183105469,73.02999877929688,70.69892120361328,10323800,0.0,0.0,0.0004109421821489878,,,73.44336260700754,0.1732028878894596,-0.18561930411861738,,
2025-09-16,72.80000305175781,73.37999725341797,72.08999633789062,72.75,70.4278564453125,8813600,0.0,0.0,-0.003834024154143245,,,73.2639689701467,0.17023906939350297,-0.2681438593647272,,
2025-09-17,73.06999969482422,73.31999969482422,71.61000061035156,72.30999755859375,70.00189971923828,11108700,0.0,0.0,-0.006048143524484573,,,73.06425786885347,0.16544790171538182,-0.36484398932084616,,
2025-09-18,73.44000244140625,73.5999984741211,71.62999725341797,72.0999984741211,69.7986068725586,14918400,0.0,0.0,-0.0029041500700160983,,,72.89412414271264,0.16308876464327682,-0.4532004968589831,-0.0300013897753183,
2025-09-19,72.01000213623047,72.25,70.73999786376953,70.88999938964844,68.62722778320312,33415600,0.0,0.0,-0.016782234536481422,,,72.58759898111285,0.1498316840567071,-0.6137851462914199,-0.028904117950021457,
2025-09-22,70.79000091552734,72.48999786376953,70.43000030517578,71.27999877929688,69.0047836303711,12336300,0.0,0.0,0.005501472605533575,,,72.41063016404873,2.889841294493465,-0.7014935653757277,-0.023962755432718197,
2025-09-23,71.56999969482422,72.41999816894531,70.7300033569336,70.93000030517578,68.66595458984375,10432400,0.0,0.0,-0.004910191920804996,,,72.23050731796425,2.8151798585354157,-0.7901368652676979,-0.025017177935728108,
2025-09-24,70.66999816894531,71.52999877929688,70.44999694824219,71.22000122070312,68.94670104980469,10024500,0.0,0.0,0.004088550885092523,,,72.11863116670924,5.005160424004686,-0.8274483592119992,-0.015073936864779869,
2025-09-25,71.16000366210938,71.16000366210938,69.05000305175781,69.23999786376953,67.02989959716797,13075300,0.0,0.0,-0.027801226102170062,,,71.8256722351215,4.2937365143874615,-1.005200385969772,-0.03966713829235524,
2025-09-26,69.37999725341797,69.44000244140625,68.02999877929688,69.30999755859375,67.09764862060547,15627600,0.0,0.0,0.0010109719379534088,,,71.58838107441821,4.8088724292977645,-1.1274254981048983,-0.022288077932829053,
2025-09-29,69.7699966430664,69.95999908447266,68.73999786376953,69.55000305175781,67.33000183105469,18479300,0.0,0.0,0.0034627831715210444,,,71.40893841198462,6.663860081346797,-1.1911920224244028,-0.02427042308033167,
2025-09-30,70.06999969482422,70.20999908447266,68.81999969482422,69.7300033569336,67.50425720214844,40567700,0.0,0.0,0.0025880704137688504,,,71.27018395049369,8.110128618454198,-1.2132177134592865,-0.016918045158313966,
2025-10-01,74.3499984741211,74.69000244140625,71.61000061035156,74.19999694824219,71.8315658569336,57921900,0.0,0.0,0.06410430770277764,,,71.4986529523416,35.03251267585509,-0.8600677807644672,0.04184211845636421,
2025-10-02,75.0,76.97000122070312,73.87999725341797,74.56999969482422,72.18975830078125,26254400,0.0,0.0,0.004986560132072881,,,71.725642495641,36.686101981322615,-0.5440661297148068,0.0769786538922419,
