Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Daily Return,30-Day Rolling STD,30-Day Rolling SMA,30-Day Rolling EWMA,RSI,MACD,5D Return,21D Return
2025-07-09,47.400001525878906,48.79999923706055,45.810001373291016,46.04999923706055,46.04999923706055,10148700,0.0,0.0,,,,46.04999923706055,,0.0,,
2025-07-10,46.5,47.23500061035156,45.25,46.43000030517578,46.43000030517578,8476000,0.0,0.0,0.00825192343997716,,,46.24219464571843,,0.030313475519172073,,
2025-07-11,46.51499938964844,47.60499954223633,43.88999938964844,44.29999923706055,44.29999923706055,9198200,0.0,0.0,-0.04587553422604207,,,45.57978183292285,69.87275016969163,-0.11619671833134504,,
2025-07-14,48.93000030517578,52.209999084472656,48.79999923706055,51.95000076293945,51.95000076293945,24405100,0.0,0.0,0.17268626766654793,,,47.22794792942971,86.08613443292184,0.3805968038596532,,
2025-07-15,52.32500076293945,55.43000030517578,51.02000045776367,53.529998779296875,53.529998779296875,18454800,0.0,0.0,0.03041382084992339,,,48.547263687104355,87.5735764416874,0.8915249401704628,,
2025-07-16,53.58000183105469,53.650001525878906,50.119998931884766,53.310001373291016,53.310001373291016,11086400,0.0,0.0,-0.004109796581780345,,,49.387600129361374,86.19190612723473,1.264115283066836,0.15765477212837165,
2025-07-17,53.810001373291016,56.15999984741211,52.71200180053711,53.689998626708984,53.689998626708984,10876400,0.0,0.0,0.007128066847290615,,,50.04563970132406,86.58559253014016,1.5719380929242064,0.15636438237808692,
2025-07-18,54.650001525878906,54.79999923706055,51.0099983215332,52.790000915527344,52.790000915527344,9593800,0.0,0.0,-0.016762855917338837,,,50.41705778232445,80.71582369157353,1.723401296417073,0.19164789671969618,
2025-07-21,53.709999084472656,58.16400146484375,51.880001068115234,52.369998931884766,52.369998931884766,19795700,0.0,0.0,-0.007956089720753234,,,50.65463864427064,78.0564534782888,1.788924715883958,0.008084661458656495,
2025-07-22,52.150001525878906,52.29999923706055,49.0,51.0099983215332,51.0099983215332,9913900,0.0,0.0,-0.025969078443565552,,,50.6939815766004,70.01252329838124,1.711384044658928,-0.04707641537885299,
