Date,Actual,Predicted
2026-04-20,216.85,211.84917
2026-04-21,217.65,212.86821
2026-04-22,218.19,213.6879
2026-04-23,209.9,214.29295
2026-04-24,210.75,213.48323
2026-04-27,213.77,212.90065
2026-04-28,213.01,212.93747
2026-04-29,215.34,212.91624
2026-04-30,213.76,213.24158
2026-05-01,216.03,213.27393
2026-05-04,225.18,213.59653
2026-05-05,223.11,215.14526
2026-05-06,222.0,216.02658
2026-05-07,223.5,216.41359
2026-05-08,220.45,216.82784
2026-05-11,221.47,216.66466
2026-05-12,225.99,216.63474
2026-05-13,226.99,217.25676
2026-05-14,242.40999,217.88416
2026-05-15,242.44,220.47307
2026-05-18,242.16,222.41902
2026-05-19,238.14,223.65826
2026-05-20,236.61998,223.87047
2026-05-21,238.08,223.68988
2026-05-22,227.55,223.70811
2026-05-26,220.67,222.2661
2026-05-27,218.46,220.17163
2026-05-28,217.87,218.33977
2026-05-29,224.16,217.0175
2026-06-01,226.98,217.06744
2026-06-02,222.38,217.65433
2026-06-03,215.8,217.4854
2026-06-04,216.65,216.37578
2026-06-05,214.39,215.63927
2026-06-08,212.55,214.83778
2026-06-09,212.05,214.02744
2026-06-10,210.46,213.40848
2026-06-11,212.08,212.78444
2026-06-12,211.75,212.60196
2026-06-15,216.23,212.48242
2026-06-16,229.97002,213.0622
2026-06-17,228.03,215.48695
2026-06-18,239.28001,217.04967
2026-06-22,239.57,219.61827
2026-06-23,242.64,221.47781
2026-06-24,235.77,223.0916
2026-06-25,238.71999,223.19893
2026-06-26,238.53,223.52098
2026-06-29,247.14998,223.70558
2026-06-30,249.98,224.99219
2026-07-01,250.32,226.3486
2026-07-02,254.99,227.33426
2026-07-06,258.41,228.59804
2026-07-07,257.79,229.92899
2026-07-08,251.38,230.75668
2026-07-09,246.09999,230.42535
2026-07-10,243.2,229.38097
2026-07-13,244.09999,228.19061
2026-07-14,237.04,227.46777
2026-07-15,243.79999,226.04784
2026-07-16,239.57,225.9409
2026-07-17,236.68001,225.40642
2026-07-20,238.98001,224.62225
2026-07-21,235.93,224.37961
2026-07-22,233.58,223.84253
2026-07-23,230.25002,223.13077
2026-07-24,231.64998,222.16406
2026-07-27,243.95001,221.67268
2026-07-28,247.62001,223.08406
2026-07-29,246.42998,224.7337
2026-07-30,247.42998,225.7417
2026-07-31,242.92,226.5107
2026-08-03,245.14998,226.39009
2026-08-04,240.21999,226.52
2026-08-05,234.91,225.94466
2026-08-06,232.46999,224.75528
2026-08-07,246.5,223.53552
2026-08-10,253.57,224.61923
2026-08-11,250.5,226.52963
2026-08-12,242.99998,227.52094
2026-08-13,241.90999,227.11621
2026-08-14,246.94998,226.55287
2026-08-17,241.60999,226.81401
2026-08-18,242.4,226.33409
2026-08-19,237.04,226.05449
2026-08-20,240.15,225.14128
2026-08-21,239.62,224.88551
2026-08-24,233.5,224.69243
2026-08-25,232.92998,223.73134
2026-08-26,233.44998,222.92642
2026-08-27,233.0,222.45474
2026-08-28,235.39,222.10379
2026-08-31,219.7,222.21533
2026-09-01,216.68,220.14557
2026-09-02,216.14,218.09642
2026-09-03,214.13,216.5919
2026-09-04,214.69,215.33054
