Date,Close,Predicted Close
2026-06-09,220.1199951171875,235.56228025101962
2026-06-10,211.69000244140625,231.180546629976
2026-06-11,222.24000549316406,236.91671571077183
2026-06-12,232.36000061035156,245.5195948092557
2026-06-15,260.07000732421875,261.94370713676517
2026-06-16,265.1000061035156,268.8595753722106
2026-06-17,280.9100036621094,282.6825252491755
2026-06-18,286.69000244140625,290.98724715191844
2026-06-22,283.6099853515625,292.27623343274684
2026-06-23,275.25,289.24896610366727
2026-06-24,259.6600036621094,282.34533811134446
2026-06-25,256.6300048828125,281.6869895162879
2026-06-26,240.3000030517578,272.87335105529934
2026-06-29,261.1499938964844,283.3031590305476
2026-06-30,276.1700134277344,292.75173156602074
2026-07-01,229.17999267578125,273.7152113697306
2026-07-02,215.6199951171875,266.00292868823726
2026-07-06,213.02000427246094,262.8566077538598
2026-07-07,195.19000244140625,251.77342202748684
2026-07-08,216.47999572753906,259.42330661806506
2026-07-09,216.1999969482422,261.28465803825566
2026-07-10,219.64999389648438,263.8082182647803
2026-07-13,210.50999450683594,259.78537473191005
2026-07-14,194.08999633789062,252.88006277058173
2026-07-15,199.50999450683594,252.25123526145018
2026-07-16,171.77000427246094,238.70928892526462
2026-07-17,177.7100067138672,237.85676499812803
2026-07-20,182.6199951171875,238.0392008153783
2026-07-21,216.9199981689453,257.6542071735426
2026-07-22,218.16000366210938,259.89030853959656
2026-07-23,220.97000122070312,266.589816057203
2026-07-24,187.77000427246094,252.1608018645336
2026-07-27,187.8800048828125,249.97341947183855
2026-07-28,169.69000244140625,238.87218194928676
2026-07-29,148.22000122070312,227.15343110077703
2026-07-30,188.42999267578125,243.9236253900064
2026-07-31,190.41000366210938,246.69770558837683
2026-08-03,212.5800018310547,258.60423429642685
2026-08-04,225.74000549316406,269.01069742385334
2026-08-05,218.99000549316406,271.9790589916778
2026-08-06,189.8800048828125,255.87576243823742
2026-08-07,187.97000122070312,253.60510359401445
2026-08-10,184.11000061035156,248.70844719505732
2026-08-11,193.22999572753906,252.27048601438293
2026-08-12,259.20001220703125,285.5911751398498
