Date,Actual,Predicted
2026-03-12,255.75998,243.37473
2026-03-13,250.12,242.92007
2026-03-16,252.82,242.12112
2026-03-17,254.23,241.90579
2026-03-18,249.94,241.91927
2026-03-19,248.95999,241.52995
2026-03-20,247.99,241.20808
2026-03-23,251.49,240.92851
2026-03-24,251.64,241.0959
2026-03-25,252.61998,241.21295
2026-03-26,252.89,241.37418
2026-03-27,248.8,241.4928
2026-03-30,246.62999,241.17693
2026-03-31,253.78998,240.78511
2026-04-01,255.63002,241.22775
2026-04-02,255.92,241.66797
2026-04-06,258.86,241.95421
2026-04-07,253.5,242.39357
2026-04-08,258.9,242.14458
2026-04-09,260.49,242.50137
2026-04-10,260.48,242.8616
2026-04-13,259.2,243.07283
2026-04-14,258.83,243.07321
2026-04-15,266.43,243.03558
2026-04-16,263.4,243.72736
2026-04-17,270.23,243.84991
2026-04-20,273.05,244.56152
2026-04-21,266.17,245.2404
2026-04-22,273.17,244.98769
2026-04-23,273.43,245.49307
2026-04-24,271.06,245.81174
2026-04-27,267.61,245.77611
2026-04-28,270.71,245.42772
2026-04-29,270.17,245.514
2026-04-30,271.35,245.5152
2026-05-01,280.14,245.62857
2026-05-04,276.83,246.5213
2026-05-05,284.18,246.7304
2026-05-06,287.51,247.5419
2026-05-07,287.44,248.32336
2026-05-08,293.32,248.77052
2026-05-11,292.68,249.58086
2026-05-12,294.8,249.98808
2026-05-13,298.87,250.42407
2026-05-14,298.21,251.05713
2026-05-15,300.23,251.36095
2026-05-18,297.84,251.72733
2026-05-19,298.97,251.71289
2026-05-20,302.25,251.81177
2026-05-21,304.99,252.17566
2026-05-22,308.82,252.6431
2026-05-26,308.33,253.27235
2026-05-27,310.85,253.58798
2026-05-28,312.51,254.00714
2026-05-29,312.06,254.40242
2026-06-01,306.31,254.58885
2026-06-02,315.2,254.15895
2026-06-03,310.26,254.74695
2026-06-04,311.23,254.61647
2026-06-05,307.34,254.64021
2026-06-08,301.54,254.28548
2026-06-09,290.55,253.53935
2026-06-10,291.58,252.07689
2026-06-11,295.63,251.32848
2026-06-12,291.13,251.27293
2026-06-15,296.42,250.81999
2026-06-16,299.24,251.05658
2026-06-17,295.95,251.45383
2026-06-18,298.01,251.37498
2026-06-22,297.01,251.5232
2026-06-23,294.3,251.51265
2026-06-24,293.08,251.25385
2026-06-25,275.15,250.99016
2026-06-26,283.78,249.15086
2026-06-29,281.74,248.89697
2026-06-30,289.36,248.55585
2026-07-01,294.38,249.08266
2026-07-02,308.63,249.85936
2026-07-06,312.66,251.64778
2026-07-07,310.66,253.0537
2026-07-08,313.39,253.67726
2026-07-09,316.22,254.29263
2026-07-10,315.32,254.9106
2026-07-13,317.31,255.18483
2026-07-14,314.86,255.53314
2026-07-15,327.5,255.50395
2026-07-16,333.26,256.67203
2026-07-17,333.74,257.86993
2026-07-20,326.59,258.60397
2026-07-21,327.74,258.36234
2026-07-22,325.89,258.33945
2026-07-23,321.66,258.15045
2026-07-24,333.02,257.65225
2026-07-27,336.91,258.42822
2026-07-28,340.08,259.2217
2026-07-29,338.19,259.97324
2026-07-30,333.43,260.22653
