Date,Close,Predicted Close
2026-07-17,743.2899780273438,743.7867454499853
2026-07-20,742.0900268554688,743.4759144293274
2026-07-21,748.280029296875,747.9060354160819
2026-07-22,747.4099731445312,747.2381775017866
2026-07-23,738.1799926757812,740.6145593059464
2026-07-24,738.9299926757812,741.8953447373448
2026-07-27,739.0900268554688,741.703988666655
2026-07-28,740.8599853515625,742.6186272866142
2026-07-29,729.4600219726562,731.8888417636136
2026-07-30,741.6900024414062,742.7932564382263
2026-07-31,747.030029296875,747.5623855336667
2026-08-03,757.6699829101562,756.4927264597626
2026-08-04,771.3300170898438,766.6688123388276
2026-08-05,769.7899780273438,770.4945229071731
2026-08-06,768.5599975585938,770.3718033168066
2026-08-07,773.260009765625,774.3292870425516
2026-08-10,773.030029296875,774.7965079441869
2026-08-11,770.5599975585938,772.6632844210774
2026-08-12,772.489990234375,775.2210075709667
2026-08-13,777.8800048828125,780.1345986563776
2026-08-14,776.3400268554688,779.7556183505542
2026-08-17,772.6699829101562,777.4357398037355
2026-08-18,767.4500122070312,773.0841594712438
2026-08-19,769.0599975585938,773.796166573515
2026-08-20,762.5999755859375,766.9692419230053
2026-08-21,765.719970703125,769.940453856702
2026-08-24,763.469970703125,768.1802381500443
2026-08-25,765.9099731445312,770.8445343690973
2026-08-26,766.0800170898438,770.7324305622167
2026-08-27,771.0999755859375,777.0856266825306
2026-08-28,769.3499755859375,774.7821238313659
2026-08-31,767.0499877929688,772.8196084479133
2026-09-01,761.780029296875,766.5562170154216
2026-09-02,765.1599731445312,768.9150537594625
2026-09-03,773.1699829101562,776.0510068419344
2026-09-04,770.1900024414062,774.5324507315254
2026-09-08,765.9600219726562,771.028366006163
2026-09-09,762.4000244140625,768.6512039037534
2026-09-10,757.8300170898438,764.335742429903
2026-09-11,764.2899780273438,769.2190575391928
2026-09-14,760.8800048828125,766.5056230739729
2026-09-15,757.3900146484375,763.7842574114077
2026-09-16,754.0499877929688,760.7360330698866
2026-09-17,762.5999755859375,769.3005120015528
2026-09-18,761.6900024414062,767.6537824008658
