Date,Actual,Predicted
2026-01-21,6.48,5.9330935
2026-01-22,6.4200006,5.9142227
2026-01-23,6.01,5.8875155
2026-01-26,5.87,5.7855587
2026-01-27,5.81,5.6760836
2026-01-28,5.76,5.5771093
2026-01-29,5.58,5.4898667
2026-01-30,5.15,5.3867702
2026-02-02,4.82,5.220685
2026-02-03,5.13,5.0231013
2026-02-04,5.0,4.9294257
2026-02-05,4.7,4.8341346
2026-02-06,4.88,4.702762
2026-02-09,4.94,4.6371627
2026-02-10,4.69,4.6016383
2026-02-11,4.76,4.5276237
2026-02-12,4.38,4.484804
2026-02-13,4.445,4.3769193
2026-02-17,4.33,4.3045487
2026-02-18,4.63,4.226147
2026-02-19,4.65,4.2263603
2026-02-20,5.0,4.2350054
2026-02-23,4.78,4.315111
2026-02-24,5.11,4.338024
2026-02-25,4.98,4.4219317
2026-02-26,5.41,4.4633427
2026-02-27,5.42,4.581057
2026-03-02,5.0499997,4.6770854
2026-03-03,4.97,4.6776614
2026-03-04,4.88,4.657418
2026-03-05,5.18,4.619766
2026-03-06,5.0,4.648063
2026-03-09,5.0799994,4.6354637
2026-03-10,5.01,4.6409664
2026-03-11,5.27,4.6313376
2026-03-12,4.84,4.6755652
2026-03-13,4.95,4.625572
2026-03-16,5.18,4.605852
2026-03-17,5.56,4.6361885
2026-03-18,5.28,4.738225
2026-03-19,5.14,4.7656517
2026-03-20,4.91,4.757824
2026-03-23,5.21,4.7029037
2026-03-24,5.18,4.7169733
2026-03-25,5.1,4.723051
2026-03-26,4.9,4.7123327
2026-03-27,4.8,4.663286
2026-03-30,4.43,4.6030636
2026-03-31,4.6800003,4.480278
2026-04-01,4.57,4.4317317
2026-04-02,4.74,4.3736997
2026-04-06,4.61,4.36391
2026-04-07,4.55,4.3331356
2026-04-08,4.64,4.297975
2026-04-09,4.31,4.2889996
2026-04-10,4.32,4.2171626
2026-04-13,4.36,4.16135
2026-04-14,4.5100007,4.125796
2026-04-15,4.82,4.129549
2026-04-16,5.27,4.1975384
2026-04-17,5.29,4.34536
2026-04-20,5.35,4.470197
2026-04-21,5.45,4.58083
2026-04-22,5.4299994,4.686284
2026-04-23,5.2199993,4.7631207
2026-04-24,5.5099998,4.778424
2026-04-27,5.39,4.8441725
2026-04-28,5.48,4.870673
2026-04-29,5.58,4.9074044
2026-04-30,5.38,4.954983
2026-05-01,5.4400005,4.9516864
2026-05-04,5.13,4.9588013
2026-05-05,5.23,4.901019
2026-05-06,5.46,4.8729496
2026-05-07,5.32,4.89664
2026-05-08,5.01,4.8891096
2026-05-11,4.85,4.8210216
2026-05-12,4.71,4.733173
2026-05-13,4.58,4.6343465
2026-05-14,4.47,4.5299325
2026-05-15,4.38,4.426003
2026-05-18,4.28,4.327227
2026-05-19,4.3,4.2310753
2026-05-20,4.4,4.1613383
2026-05-21,4.57,4.129456
2026-05-22,4.53,4.1422443
2026-05-26,4.48,4.1483145
2026-05-27,4.75,4.1449327
2026-05-28,5.07,4.1970744
2026-05-29,5.04,4.3047986
2026-06-01,5.31,4.3865924
2026-06-02,5.41,4.5049734
2026-06-03,4.87,4.618453
2026-06-04,4.95,4.5983686
2026-06-05,4.4200006,4.5924835
2026-06-08,4.31,4.478078
