Date,Close,Predicted Close
2026-05-28,218.9600067138672,218.82582255960978
2026-05-29,221.17999267578125,222.77896174665335
2026-06-01,221.00999450683594,223.45266968868816
2026-06-02,218.27999877929688,220.11836567136203
2026-06-03,218.49000549316406,219.85981879106
2026-06-04,217.5,218.1549398418606
2026-06-05,212.72000122070312,212.01340951946742
2026-06-08,206.7899932861328,206.00157265214966
2026-06-09,217.3800048828125,215.4649315324063
2026-06-10,213.19000244140625,212.14010215650183
2026-06-11,217.05999755859375,215.88114504751653
2026-06-12,215.25,215.24724889030688
2026-06-15,217.9600067138672,218.4324635877046
2026-06-16,219.89999389648438,219.53988500679284
2026-06-17,213.24000549316406,213.7860620983637
2026-06-18,224.5800018310547,222.0821773850835
2026-06-22,223.5,221.7674062504536
2026-06-23,221.08999633789062,219.7012949244452
2026-06-24,233.64999389648438,229.3048380474458
2026-06-25,235.44000244140625,232.8039184484768
2026-06-26,233.8300018310547,230.46346168716832
2026-06-29,227.5399932861328,225.34652184231356
2026-06-30,225.0,223.72171218823692
2026-07-01,219.14999389648438,217.00331150007057
2026-07-02,220.14999389648438,217.31178522621965
2026-07-06,217.5399932861328,215.06631219474656
2026-07-07,213.02000427246094,211.9467718117162
2026-07-08,203.6300048828125,204.77913022475448
2026-07-09,205.6199951171875,206.27557335950146
2026-07-10,209.75,208.07958513218568
2026-07-13,205.13999938964844,204.58027133719366
2026-07-14,204.99000549316406,203.85570989393898
2026-07-15,206.52999877929688,206.48009999181977
2026-07-16,214.0,212.22647669492045
2026-07-17,205.92999267578125,204.9458841505497
2026-07-20,201.77000427246094,202.52340505652722
2026-07-21,205.00999450683594,204.06255684750795
2026-07-22,203.3699951171875,202.26775385143745
2026-07-23,207.11000061035156,204.3414292833199
2026-07-24,213.5500030517578,210.66543482530204
2026-07-27,216.69000244140625,214.6532732092372
2026-07-28,222.0500030517578,219.54929470835188
2026-07-29,209.91000366210938,211.03134433107004
2026-07-30,205.47999572753906,206.47458236259155
2026-07-31,204.94000244140625,204.74021592275338
