Date,Actual,Predicted
2025-11-26,175.64,165.74724
2025-11-28,177.18,162.8301
2025-12-01,171.42,160.88893
2025-12-02,181.33,158.45807
2025-12-03,188.39,158.1125
2025-12-04,186.01,159.18758
2025-12-05,178.99,159.8225
2025-12-08,183.69,159.22423
2025-12-09,188.99,159.40681
2025-12-10,184.64,160.47786
2025-12-11,183.3,160.73425
2025-12-12,176.45,160.69115
2025-12-15,162.08,159.5163
2025-12-16,167.5,156.13107
2025-12-17,160.38,154.07182
2025-12-18,158.24,151.30902
2025-12-19,164.82,148.72047
2025-12-22,164.32,147.68243
2025-12-23,157.88,146.89212
2025-12-24,158.71,145.27441
2025-12-26,158.81,144.05025
2025-12-29,155.39,143.09224
2025-12-30,155.61,141.81068
2025-12-31,151.95,140.79738
2026-01-02,157.16,139.4207
2026-01-05,164.72,139.08344
2026-01-06,157.97,140.06412
2026-01-07,161.83,139.9417
2026-01-08,166.97,140.37186
2026-01-09,157.33,141.5483
2026-01-12,162.23,141.07469
2026-01-13,172.99,141.33894
2026-01-14,179.33,143.279
2026-01-15,170.91,146.01636
2026-01-16,173.71,147.00063
2026-01-20,160.23,148.13338
2026-01-21,163.81,146.90152
2026-01-22,160.98,146.27083
2026-01-23,163.11,145.32231
2026-01-26,160.58,144.8713
2026-01-27,161.58,144.14139
2026-01-28,158.45,143.69061
2026-01-29,143.19,142.85724
2026-01-30,149.71,139.78842
2026-02-02,139.63,138.1424
2026-02-03,133.26,135.34918
2026-02-04,129.09,132.06606
2026-02-05,106.98999,128.77367
2026-02-06,134.93,122.89967
2026-02-09,138.44,122.06354
2026-02-10,133.0,122.28798
2026-02-11,126.07,121.81221
2026-02-12,123.0,120.38487
2026-02-13,133.88,118.71543
2026-02-17,128.67,118.91958
2026-02-18,125.2,118.478065
2026-02-19,129.45,117.61091
2026-02-20,131.05,117.48385
2026-02-23,123.71,117.667534
2026-02-24,124.61,116.79517
2026-02-25,135.65,116.14933
2026-02-26,133.4,117.21523
2026-02-27,129.5,117.89195
2026-03-02,137.65,117.87822
2026-03-03,132.68,118.97848
2026-03-04,146.44,119.23748
2026-03-05,139.81,121.39252
2026-03-06,133.53,122.3131
2026-03-09,138.95,122.07829
2026-03-10,138.46,122.5509
2026-03-11,138.33,122.89994
2026-03-12,137.34,123.16434
2026-03-13,139.67,123.23118
2026-03-16,147.52,123.61036
2026-03-17,150.28,125.08335
2026-03-18,140.56,126.77991
2026-03-19,138.24,126.74188
2026-03-20,135.66,126.231285
2026-03-23,138.2,125.3792
2026-03-24,136.25,125.03682
2026-03-25,139.13,124.50786
2026-03-26,132.93,124.48672
2026-03-27,126.02999,123.602036
2026-03-30,121.44,121.82641
2026-03-31,124.80001,119.65449
2026-04-01,122.78,118.361145
2026-04-02,119.83,117.08936
2026-04-06,127.69,115.67153
2026-04-07,123.71999,115.64834
2026-04-08,128.3,115.16985
2026-04-09,128.86,115.415504
2026-04-10,128.64,115.74766
2026-04-13,132.36,115.997086
2026-04-14,137.41,116.722244
2026-04-15,143.54,118.06255
2026-04-16,148.94,120.08524
2026-04-17,166.52,122.58296
