Date,Close,Predicted Close
2026-05-07,408.4599914550781,387.89862598972627
2026-05-08,455.19000244140625,416.4903967987341
2026-05-11,458.7900085449219,433.58030412766436
2026-05-12,448.2900085449219,435.57223350181573
2026-05-13,445.5,430.27226420319766
2026-05-14,449.70001220703125,440.0925147013369
2026-05-15,424.1000061035156,422.19084403200407
2026-05-18,420.989990234375,421.96631777055813
2026-05-19,414.04998779296875,421.0766969698608
2026-05-20,447.5799865722656,436.26854835289
2026-05-21,449.5899963378906,439.2195825908368
2026-05-22,467.510009765625,454.86725029524416
2026-05-26,503.8900146484375,472.69853572979446
2026-05-27,495.5400085449219,480.41644282168556
2026-05-28,518.0900268554688,493.95814284624726
2026-05-29,516.0999755859375,500.0126426838682
2026-06-01,510.1300048828125,499.9391504730786
2026-06-02,521.5399780273438,505.60220824806004
2026-06-03,542.52001953125,523.5091313757183
2026-06-04,523.2000122070312,516.7678472321705
2026-06-05,466.3800048828125,488.01881812026613
2026-06-08,490.3299865722656,495.5080339662843
2026-06-09,475.510009765625,484.92370429630955
2026-06-10,452.3999938964844,471.5201328059462
2026-06-11,488.45001220703125,485.0976347052722
2026-06-12,511.57000732421875,502.5634123496807
2026-06-15,547.260009765625,518.2675253684752
2026-06-16,507.2900085449219,512.6854679781405
2026-06-17,512.47998046875,520.231486280781
2026-06-18,537.3699951171875,528.3202169550655
2026-06-22,551.6300048828125,534.0081678111908
2026-06-23,519.8499755859375,521.7419319716089
2026-06-24,519.739990234375,524.954282109064
2026-06-25,532.5700073242188,528.2473247319589
2026-06-26,521.5800170898438,523.726623995708
2026-06-29,539.489990234375,529.0180650109098
2026-06-30,580.9099731445312,552.0746383538227
2026-07-01,540.8800048828125,543.447929078393
2026-07-02,517.8200073242188,534.1745152734749
2026-07-06,552.0499877929688,546.3973781874879
2026-07-07,516.1099853515625,534.2917544423015
2026-07-08,517.4099731445312,532.2271079635727
2026-07-09,546.719970703125,544.2309371775625
2026-07-10,557.8900146484375,554.4265547017973
2026-07-13,534.3900146484375,545.6705047695439
