Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains,Daily Return,30-Day Rolling STD,30-Day Rolling SMA,30-Day Rolling EWMA,RSI,MACD,5D Return,21D Return
2025-05-16,520.6599731445312,521.7000122070312,517.0999755859375,521.510009765625,518.9978637695312,48394600,0.0,0.0,0.0,,,,521.510009765625,,0.0,,
2025-05-19,514.239990234375,522.530029296875,514.239990234375,522.010009765625,519.4954223632812,52536200,0.0,0.0,0.0,0.0009587543683480249,,,521.7628977504024,,0.0398860398860279,,
2025-05-20,519.469970703125,520.9299926757812,516.6599731445312,520.27001953125,517.7637939453125,42517600,0.0,0.0,0.0,-0.0033332507075031215,,,521.2537308272896,78.88358863441083,-0.06812139530882177,,
2025-05-21,516.27001953125,523.0,511.239990234375,513.0399780273438,510.56866455078125,71292800,0.0,0.0,0.0,-0.013896709847744715,,,519.1285873999312,40.55861371925764,-0.7287217406270656,,
2025-05-22,513.6599731445312,517.7100219726562,512.2999877929688,514.0,511.5240478515625,55607200,0.0,0.0,0.0,0.0018712420352651193,,,518.0549327543988,44.419963245611356,-1.161398643093321,,
2025-05-23,506.17999267578125,511.8399963378906,505.5799865722656,509.239990234375,506.78692626953125,58368100,0.0,0.0,0.0,-0.009260719388375471,,,516.4996261378994,32.98024325214982,-1.8668710848121464,-0.023527869650602384,
2025-05-27,516.1500244140625,521.7100219726562,514.5900268554688,521.219970703125,518.7091674804688,47226300,0.0,0.0,0.0,0.023525215416087653,,,517.2215893682074,60.5307287733385,-1.4426488170299763,-0.001513455772341854,
2025-05-28,522.1799926757812,523.6799926757812,518.3900146484375,518.9099731445312,516.4103393554688,46637200,0.0,0.0,0.0,-0.004431905315288587,,,517.4500929117457,55.770063541148104,-1.2781138105694936,-0.002614116392761101,
2025-05-29,526.3300170898438,526.47998046875,517.3200073242188,519.9299926757812,517.4254760742188,58513300,0.0,0.0,0.0,0.0019656965254855052,,,517.7517797923833,57.36463283923124,-1.0532701385071732,0.013429781193523782,
2025-05-30,519.4400024414062,520.6799926757812,511.92999267578125,519.1099853515625,516.609375,67662800,0.0,0.0,0.0,-0.0015771494927588892,,,517.9021507906247,55.62836273481699,-0.930521177558262,0.009941605742339599,
2025-06-02,517.239990234375,523.4500122070312,515.969970703125,523.2100219726562,520.689697265625,44762800,0.0,0.0,0.0,0.00789820411240405,,,518.442333615893,61.846522605085184,-0.4966776608580403,0.027433100318479786,
2025-06-03,523.5599975585938,528.739990234375,522.6900024414062,527.2999877929688,524.7598876953125,44070300,0.0,0.0,0.0,0.007817063222321563,,,519.2778323631665,66.83884580848967,0.17515345226092904,0.011664973392408129,
