Date,Actual,Predicted
2026-01-22,128.56,177.91945
2026-01-23,133.11,178.05525
2026-01-26,136.34,178.46774
2026-01-27,131.8,178.92383
2026-01-28,129.62,178.83183
2026-01-29,116.73,178.61559
2026-01-30,117.01,177.55315
2026-02-02,118.0,177.0073
2026-02-03,109.77,176.80183
2026-02-04,111.07,176.10509
2026-02-05,102.63,175.84161
2026-02-06,100.74,175.08864
2026-02-09,103.87,174.5574
2026-02-10,106.48,174.52222
2026-02-11,100.58,174.71675
2026-02-12,103.29,174.39215
2026-02-13,107.08,174.42075
2026-02-17,105.91001,174.72128
2026-02-18,107.81,174.7982
2026-02-19,107.37001,174.977
2026-02-20,104.27,175.03508
2026-02-23,100.8,174.83101
2026-02-24,102.49,174.45947
2026-02-25,104.23001,174.3876
2026-02-26,109.3,174.48656
2026-02-27,108.009995,174.9235
2026-03-02,109.420006,175.06238
2026-03-03,113.19,175.23448
2026-03-04,113.86,175.59785
2026-03-05,120.38,175.83533
2026-03-06,124.34,176.43492
2026-03-09,121.93,177.03627
2026-03-10,116.61001,177.16745
2026-03-11,115.63,176.83113
2026-03-12,112.97001,176.56824
2026-03-13,113.62,176.23117
2026-03-16,114.880005,176.10529
2026-03-17,116.72,176.13959
2026-03-18,113.71,176.30075
2026-03-19,113.27,176.16736
2026-03-20,110.380005,176.06204
2026-03-23,110.95,175.79167
2026-03-24,104.65,175.69164
2026-03-25,103.06,175.17604
2026-03-26,103.64001,174.78674
2026-03-27,99.41,174.6307
2026-03-30,104.97,174.24452
2026-03-31,104.55001,174.46167
2026-04-01,104.04,174.55652
2026-04-02,102.00001,174.5723
2026-04-06,102.42,174.42621
2026-04-07,100.55,174.37724
2026-04-08,97.47,174.21289
2026-04-09,89.80999,173.89703
2026-04-10,83.0,173.15672
2026-04-13,89.06,172.25226
2026-04-14,87.79,172.23892
2026-04-15,94.19,172.16367
2026-04-16,96.44,172.62184
2026-04-17,96.66,173.04329
2026-04-20,99.72,173.28017
2026-04-21,100.13999,173.62354
2026-04-22,103.07,173.82744
2026-04-23,84.78,174.14462
2026-04-24,90.170006,172.93457
2026-04-27,90.45,172.6787
2026-04-28,90.490005,172.57677
2026-04-29,88.89,172.54439
2026-04-30,88.30999,172.41655
2026-05-01,91.16,172.3083
2026-05-04,91.97,172.46852
2026-05-05,92.01,172.61967
2026-05-06,89.05,172.70317
2026-05-07,93.58999,172.52095
2026-05-08,91.18,172.7606
2026-05-11,91.490005,172.70935
2026-05-12,89.0,172.70296
2026-05-13,87.05,172.51027
2026-05-14,90.5,172.2595
2026-05-15,95.07,172.3881
2026-05-18,103.42,172.80843
2026-05-19,101.83,173.66197
2026-05-20,103.3,173.99223
2026-05-21,99.69,174.259
2026-05-22,102.13,174.11386
2026-05-26,99.92,174.20572
2026-05-27,102.12,174.0863
2026-05-28,108.73,174.18553
2026-05-29,124.37,174.73203
2026-06-01,135.86,176.1806
2026-06-02,127.65,177.78125
2026-06-03,117.9,178.00415
2026-06-04,119.36,177.37245
2026-06-05,112.45,177.1152
2026-06-08,114.19,176.46628
2026-06-09,106.97,176.2561
2026-06-10,106.06,175.62276
