Date,Actual,Predicted
2026-04-09,212.62,211.45805
2026-04-10,212.46,212.19092
2026-04-13,210.57,212.5485
2026-04-14,216.24,212.60577
2026-04-15,216.98,212.99748
2026-04-16,217.86,213.23882
2026-04-17,224.36,213.41875
2026-04-20,230.62,213.9249
2026-04-21,228.81,214.57582
2026-04-22,228.21,214.79028
2026-04-23,224.46,214.86272
2026-04-24,225.91,214.65892
2026-04-27,229.34,214.64684
2026-04-28,226.34,214.85533
2026-04-29,220.0,214.77187
2026-04-30,226.92,214.32993
2026-05-01,224.62,214.54549
2026-05-04,217.26999,214.50392
2026-05-05,215.49,214.01944
2026-05-06,226.5,213.6592
2026-05-07,222.2,214.17741
2026-05-08,225.81,214.16412
2026-05-11,220.24998,214.39522
2026-05-12,219.42,214.15425
2026-05-13,214.62,213.98082
2026-05-14,221.46,213.58118
2026-05-15,216.48,213.81807
2026-05-18,210.45,213.61646
2026-05-19,211.55,213.1308
2026-05-20,219.13,212.95335
2026-05-21,221.73,213.35042
2026-05-22,231.24,213.7196
2026-05-26,233.13,214.51541
2026-05-27,219.21,215.03311
2026-05-28,226.31,214.41545
2026-05-29,227.57,214.55487
2026-06-01,216.96,214.69394
2026-06-02,214.74,214.09334
2026-06-03,224.17,213.64893
2026-06-04,217.6,214.02252
2026-06-05,214.83,213.79073
2026-06-08,213.38,213.50311
2026-06-09,219.58,213.26044
2026-06-10,214.97,213.53561
2026-06-11,223.95,213.37822
2026-06-12,220.99,213.87943
2026-06-15,220.04,213.93945
2026-06-16,225.89,213.9136
2026-06-17,224.83,214.27089
2026-06-18,232.96,214.3814
2026-06-22,238.57,214.95465
2026-06-23,236.75,215.59177
2026-06-24,236.93,215.80106
2026-06-25,237.29,215.9206
2026-06-26,239.17,216.00078
2026-06-29,232.34,216.15736
2026-06-30,226.81,215.8104
2026-07-01,229.76,215.29051
2026-07-02,236.18,215.20995
2026-07-06,229.02,215.5688
2026-07-07,223.13,215.30244
2026-07-08,215.21,214.80177
2026-07-09,217.32,214.03856
2026-07-10,217.98,213.78325
2026-07-13,216.1,213.69313
2026-07-14,211.37,213.53065
2026-07-15,208.89,213.14561
2026-07-16,216.88,212.78928
2026-07-17,217.36,213.12433
2026-07-20,214.32,213.32451
2026-07-21,208.41,213.235
2026-07-22,210.13,212.80655
2026-07-23,204.36,212.69807
2026-07-24,206.04,212.26414
2026-07-27,205.6,212.15619
2026-07-28,211.37,212.0719
2026-07-29,205.99,212.40878
2026-07-30,199.91,212.22974
2026-07-31,195.91,211.74295
2026-08-03,200.82,211.2274
2026-08-04,200.74,211.2875
2026-08-05,200.32,211.3149
2026-08-06,198.62,211.30669
2026-08-07,208.84,211.19112
2026-08-10,214.1,211.8044
2026-08-11,205.03,212.45624
2026-08-12,202.66,212.19823
2026-08-13,202.26,211.9109
2026-08-14,201.97,211.73074
2026-08-17,196.24,211.61917
2026-08-18,191.52,211.1864
2026-08-19,191.29,210.65419
2026-08-20,179.34,210.36694
2026-08-21,183.23,209.41992
2026-08-24,179.33,209.20152
2026-08-25,124.31,208.82877
2026-08-26,129.66,204.82137
