Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains,Daily Return,30-Day Rolling STD,30-Day Rolling SMA,30-Day Rolling EWMA,RSI,MACD,5D Return,21D Return
2025-08-25,644.0399780273438,645.2899780273438,642.3499755859375,642.469970703125,635.4293212890625,51274300,0.0,0.0,0.0,,,,642.469970703125,,0.0,,
2025-08-26,642.2000122070312,645.510009765625,641.5700073242188,645.1599731445312,638.0897216796875,51581600,0.0,0.0,0.0,0.004186969919329098,,,643.8305092960323,,0.21458708934301285,,
2025-08-27,644.5700073242188,647.3699951171875,644.4199829101562,646.6300048828125,639.543701171875,48341100,0.0,0.0,0.0,0.0022785538462906096,,,644.7853162828995,,0.4975329294677522,,
2025-08-28,647.239990234375,649.47998046875,645.3400268554688,648.9199829101562,641.80859375,61519500,0.0,0.0,0.0,0.003541403909580021,,,645.8550781592603,,0.8962205621802468,,
2025-08-29,647.469970703125,647.8400268554688,643.1400146484375,645.0499877929688,637.9810180664062,74522200,0.0,0.0,0.0,-0.0059637477949624484,,,645.6865348656715,89.65702737752089,0.8896517686359857,,
2025-09-02,637.5,640.489990234375,634.9199829101562,640.27001953125,633.2533569335938,81983500,0.0,0.0,0.0,-0.007410229210411012,,,644.7308460317557,78.81405553521749,0.4930587867917211,-0.0034242085578993775,
2025-09-03,642.6699829101562,644.2100219726562,640.4600219726562,643.739990234375,636.6853637695312,70820900,0.0,0.0,0.0,0.005419542688669621,,,644.5792974652556,80.6441046224036,0.4535256658036815,-0.0022009780043160676,
2025-09-04,644.4199829101562,649.1500244140625,643.510009765625,649.1199951171875,642.0064086914062,65219200,0.0,0.0,0.0,0.008357419089116691,,,645.1938292548593,83.08391617354445,0.8465582178941986,0.0038507186730782905,
2025-09-05,651.47998046875,652.2100219726562,643.3300170898438,647.239990234375,640.14697265625,85178900,0.0,0.0,0.0,-0.002896236284437803,,,645.4427505750452,79.32126763237468,0.9948704179926153,-0.0025889057511330194,
2025-09-08,648.6199951171875,649.8400268554688,647.22998046875,648.8300170898438,641.7196044921875,63133100,0.0,0.0,0.0,0.002456626412859597,,,645.8177649782019,80.14044215347424,1.226571629697105,0.005860056380759371,
2025-09-09,648.969970703125,650.8599853515625,647.219970703125,650.3300170898438,643.2031860351562,66133900,0.0,0.0,0.0,0.002311853583358836,,,646.2769775344977,80.90878929036164,1.5137840134575526,0.015712117156381655,
2025-09-10,653.6199951171875,654.5499877929688,650.6300048828125,652.2100219726562,645.0625610351562,78034500,0.0,0.0,0.0,0.0028908474672986184,,,646.8366122974386,81.85626274630455,1.8715287604635478,0.013157535444081159,
2025-09-11,654.1799926757812,658.3300170898438,653.5900268554688,657.6300048828125,650.4231567382812,69934400,0.0,0.0,0.0,0.008310180352278485,,,647.786777124904,84.27866676048323,2.5628484523983843,0.013110071835159998,
2025-09-12,657.5999755859375,659.1099853515625,656.9000244140625,657.4099731445312,650.2055053710938,72780100,0.0,0.0,0.0,-0.00033458287585352853,,,648.5820797052558,83.78958444243618,3.0577220501207876,0.015712846955691973,
2025-09-15,659.6400146484375,661.0399780273438,659.3400268554688,660.9099731445312,653.6671142578125,63772400,0.0,0.0,0.0,0.005323922883704979,,,649.543418026549,85.25535509197394,3.6897999736911515,0.018618059794565323,
2025-09-16,661.469970703125,661.780029296875,659.2100219726562,660.0,652.7671508789062,61169000,0.0,0.0,0.0,-0.0013768488621856978,,,650.316217376683,83.15021754561344,4.070378267252977,0.014869347340644712,
2025-09-17,660.010009765625,661.719970703125,654.2999877929688,659.1799926757812,651.9561157226562,101952200,0.0,0.0,0.0,-0.0012424353397253451,,,650.9394726398175,81.2043558252546,4.25675237717428,0.010686696720856537,
2025-09-18,661.8900146484375,664.8900146484375,660.27001953125,662.260009765625,655.0023803710938,90459200,0.0,0.0,0.0,0.004672497836806455,,,651.6993974924,82.82970412678087,4.599961349354658,0.0070404404428559,
2025-09-19,662.3300170898438,664.5499877929688,660.3699951171875,663.7000122070312,658.2465209960938,97945600,1.831,0.0,0.0,0.0021743762573189773,,,652.4708102890952,83.5460996691253,4.931308045398964,0.009567909401211772,
2025-09-22,662.2000122070312,667.2899780273438,662.1699829101562,666.8400268554688,661.3607177734375,69452200,0.0,0.0,0.0,0.004731075170536503,,,653.3577247457339,85.01436140136813,5.385198414022284,0.008972558974595257,
2025-09-23,666.719970703125,667.3400268554688,661.97998046875,663.2100219726562,657.7605590820312,81708900,0.0,0.0,0.0,-0.005443591771073009,,,653.9430798724023,76.51402902955776,5.389867704610879,0.0048636696555397485,
2025-09-24,664.510009765625,664.6099853515625,659.6699829101562,661.0999755859375,655.6678466796875,68082200,0.0,0.0,0.0,-0.0031815658943793457,,,654.3532903091427,72.00702490852754,5.163780198244353,0.0029126838367203867,0.028997471838915212
2025-09-25,657.9400024414062,659.4099731445312,654.4099731445312,658.0499877929688,652.6429443359375,89622100,0.0,0.0,0.0,-0.004613504621998388,,,654.5581116392433,65.95902350877358,4.684495744549395,-0.0063570529861015634,0.01997956349587393
2025-09-26,659.510009765625,662.3699951171875,657.8800048828125,661.8200073242188,656.3818969726562,69179200,0.0,0.0,0.0,0.0057290777314567,,,654.9477782812512,69.38228428523529,4.556345713582573,-0.0028326123975210837,0.023491026285053174
2025-09-29,664.3599853515625,665.280029296875,661.8599853515625,663.6799926757812,658.2266845703125,73499000,0.0,0.0,0.0,0.0028104096748033935,,,655.4023319607263,70.9352272755878,4.552393999832134,-0.004738818985700166,0.022745500453587475
2025-09-30,662.9299926757812,666.6500244140625,661.6099853515625,666.1799926757812,660.7060546875,86288000,0.0,0.0,0.0,0.003766875644270362,,,655.9474358562119,72.92313522590803,4.6968489933342426,0.004478175245740568,0.03275715879804686
2025-10-01,663.1699829101562,669.3699951171875,663.0599975585938,668.4500122070312,662.9574584960938,72545400,0.0,0.0,0.0,0.0034075168215907947,,,656.562715051496,74.62054207319922,4.937584817023094,0.011117889717934704,0.04401266936785864
2025-10-02,670.4500122070312,670.5700073242188,666.780029296875,669.219970703125,663.7210693359375,56896000,0.0,0.0,0.0,0.0011518565068935338,,,657.1696014485337,75.18868775870625,5.131347922826421,0.016974368387452143,0.039581167637998016
2025-10-03,669.989990234375,672.6799926757812,668.1599731445312,669.2100219726562,663.7113037109375,70494400,0.0,0.0,0.0,-1.4866158967619114e-05,,,657.7327721083847,75.16527354131237,5.22388609362838,0.01116620012488867,0.030949634900465206
2025-10-06,671.6199951171875,672.510009765625,669.4600219726562,671.6099853515625,666.0914916992188,54623300,0.0,0.0,0.0,0.003586263355458641,9.213361044039173,656.6809977213542,658.3666840854224,77.02403055057542,5.428306114156612,0.011948518507857386,0.03765217768506979
2025-10-07,672.5399780273438,672.989990234375,667.6699829101562,669.1199951171875,663.6220092773438,72020100,0.0,0.0,0.0,-0.003707494362329311,9.079715685011042,657.5693318684896,658.8469272433401,71.07990733042097,5.327971511951773,0.004413225365111018,0.03127163893919249
2025-10-08,670.25,673.2100219726562,669.4199829101562,673.1099853515625,667.5791625976562,60702200,0.0,0.0,0.0,0.005963041402874625,9.195717690317213,658.5009989420573,659.4703135140429,74.47869001928213,5.506933976078244,0.006971311331336993,0.035028320488198705
2025-10-09,673.530029296875,673.9400024414062,669.2100219726562,671.1599731445312,665.6452026367188,66501900,0.0,0.0,0.0,-0.0028970186885769467,9.194352291664671,659.3186645507812,659.9707829621805,70.14017840688274,5.428833121188177,0.0028989009986775116,0.029054983108906418
2025-10-10,672.1300048828125,673.9500122070312,652.8400268554688,653.02001953125,647.6542358398438,159422600,0.0,0.0,0.0,-0.027027764376787222,9.064001007604471,659.455332438151,659.6790271287658,44.29246570253681,3.8587141218965826,-0.02419270768492432,-0.007009998505746351
2025-10-13,660.6500244140625,665.1300048828125,659.77001953125,663.0399780273438,657.5919189453125,79560500,0.0,0.0,0.0,0.015344029580113494,8.66438419671912,660.0549987792969,659.8174531244256,54.308675887286405,3.3839028871325354,-0.012760392952961608,0.00856391766599307
2025-10-14,657.1699829101562,665.8300170898438,653.1699829101562,662.22998046875,656.78857421875,88779600,0.0,0.0,0.0,-0.0012216421112398734,7.821908953070425,660.7869974772135,659.9150266835544,53.47169429062112,2.9087215972487,-0.010297128614772277,0.0019972573842974572
2025-10-15,666.8200073242188,670.22998046875,658.9299926757812,665.1699829101562,659.7044067382812,81702600,0.0,0.0,0.0,0.00443954899070742,7.162130974864032,661.5013305664063,660.1238841389656,56.11536781610622,2.7378108486797146,-0.011795995623596678,0.007833307439630621
2025-10-16,666.8200073242188,668.7100219726562,657.1099853515625,660.6400146484375,655.211669921875,110563300,0.0,0.0,0.0,-0.006810241559458086,6.773702154698755,661.885331217448,660.1440566566911,51.28059785759169,2.2113413028696414,-0.015674293636441794,0.0022149063819878467
2025-10-17,659.5,665.760009765625,658.1400146484375,664.3900146484375,658.9308471679688,96500900,0.0,0.0,0.0,0.0056763137515907225,6.193966755471713,662.4569986979167,660.3073536640028,54.75578242571105,2.0728099914473432,0.017411403597318742,0.0032162668006578965
2025-10-20,667.3200073242188,672.2100219726562,667.27001953125,671.2999877929688,665.7840576171875,60493400,0.0,0.0,0.0,0.010400477117627371,5.837646381961183,663.2059977213542,660.7236219554255,60.36593097956819,2.4918752263190527,0.012457785411672972,0.011450919762175271
2025-10-21,671.4400024414062,672.989990234375,669.97998046875,671.2899780273438,665.7741088867188,56249000,0.0,0.0,0.0,-1.4911017141350236e-05,5.487230331944205,663.9046630859375,661.1178239522709,60.35425612677528,2.791006751239138,0.013681044087102023,0.006673191459215522
2025-10-22,672.0,672.0,663.2999877929688,667.7999877929688,662.312744140625,80564000,0.0,0.0,0.0,-0.005198930936866852,5.063352306300763,664.4243286132812,661.3635621494374,56.268172006623985,2.7151589329643,0.003953883894919796,0.0069208330215819736
2025-10-23,668.1199951171875,672.7100219726562,667.7999877929688,671.760009765625,666.2402954101562,65604500,0.0,0.0,0.0,0.005929952148911788,5.06673638129544,664.8953287760417,661.7406393831207,59.609624988142464,2.9406912106762775,0.016832154987016734,0.01612469304697739
2025-10-24,676.4600219726562,678.469970703125,675.6500244140625,677.25,671.6851806640625,74356500,0.0,0.0,0.0,0.008172546972973871,5.343281867775521,665.5566630045573,662.2957065938891,63.745422188415496,3.521826077031392,0.019356078610494043,0.029177133292602964
2025-10-27,682.72998046875,685.5399780273438,682.1199951171875,685.239990234375,679.6094970703125,63339800,0.0,0.0,0.0,0.011797696913067535,6.362820776813197,666.3676635742188,663.1063662136886,68.75917783445625,4.574374540000122,0.020765682548627318,0.03538723920548237
2025-10-28,687.0499877929688,688.9099731445312,684.8300170898438,687.0599975585938,681.41455078125,61738100,0.0,0.0,0.0,0.002656014462314449,7.280812264339873,667.2696634928385,663.9422462603775,69.78422904370044,5.492076916736664,0.02349211227254111,0.03522782838239635
2025-10-29,688.719970703125,689.7000122070312,682.8699951171875,687.3900146484375,681.7418212890625,85657100,0.0,0.0,0.0,0.00048033227231458753,7.987394166732782,668.2099975585937,664.7507270170802,69.9765962386816,6.174812883834193,0.02933517102959593,0.0318382752497024
2025-10-30,683.9000244140625,685.9400024414062,679.8300170898438,679.8300170898438,674.2440185546875,76335800,0.0,0.0,0.0,-0.010998119550020391,8.177951494879927,668.795664469401,665.26467960457,60.47790105864801,6.036275014249668,0.012013229735176267,0.017024466564431684
2025-10-31,685.0399780273438,685.0800170898438,679.239990234375,682.0599975585938,676.4556884765625,87164100,0.0,0.0,0.0,0.0032802030105936186,8.46540299298875,669.4076639811198,665.8307555882001,62.11163412482702,6.036834669327391,0.007102248148532775,0.019186556614528616
2025-11-03,685.6699829101562,685.7999877929688,679.9400024414062,683.3400268554688,677.7251586914062,57315000,0.0,0.0,0.0,0.0018767107020742912,8.821352156168244,669.9576639811198,666.4145523556946,63.0556783258617,6.070587908021253,-0.0027726977496692617,0.02111445498254927
2025-11-04,676.1099853515625,679.9600219726562,674.5800170898438,675.239990234375,669.691650390625,78427000,0.0,0.0,0.0,-0.011853596017736279,8.777360485060612,670.3586629231771,666.7057532123982,53.902946892336075,5.381695496676912,-0.017203748386196427,0.005404929887860899
2025-11-05,674.97998046875,680.8599853515625,674.1699829101562,677.5800170898438,672.012451171875,74402400,0.0,0.0,0.0,0.0034654743340312155,8.693222213837785,670.9079976399739,667.0609491414561,55.89470147783682,4.967303920741642,-0.014271370473152745,0.012643504953359752
2025-11-06,676.469970703125,677.3800048828125,668.719970703125,670.3099975585938,664.80224609375,85035300,0.0,0.0,0.0,-0.010729388925125316,8.349293149665021,671.3166646321614,667.1660433203537,48.83490147363672,4.006086126040259,-0.014003529252801239,-0.00415977753101715
2025-11-07,667.9099731445312,671.0800170898438,661.2100219726562,670.969970703125,665.4567260742188,100592400,0.0,0.0,0.0,0.0009845789961884233,8.155288438348164,671.6216634114584,667.2879270525061,49.458982682312424,3.2599892884328483,-0.0162596060393001,-0.00028309560910799725
2025-11-10,677.239990234375,682.1799926757812,675.030029296875,681.4400024414062,675.8406982421875,75842900,0.0,0.0,0.0,0.01560432239211762,8.203382127444874,672.2136637369791,667.7372470670881,58.17486006350896,3.47350581600017,-0.0027804962967058477,0.043520844782915846
2025-11-11,679.9500122070312,683.5700073242188,678.72998046875,683.0,677.387939453125,58953400,0.0,0.0,0.0,0.0022892661907207845,8.350259780174428,672.7743306477864,668.2175512255764,59.30104823105576,3.725650982546199,0.011492224805778273,0.03010379861564405
2025-11-12,684.7899780273438,684.9600219726562,680.9500122070312,683.3800048828125,677.7647705078125,62312500,0.0,0.0,0.0,0.0005563761095350728,8.526689848604786,673.2719970703125,668.6906169747114,59.58651124206194,3.911056833226212,0.008559856617199602,0.031937582166080336
2025-11-13,680.5,680.8599853515625,670.52001953125,672.0399780273438,666.5180053710938,103457800,0.0,0.0,0.0,-0.016594027882646856,8.495967857672646,673.3659973144531,668.7942500697086,48.62571286214689,3.107129852175035,0.002580866278365068,0.010328179703977147
2025-11-14,665.3800048828125,675.6599731445312,663.27001953125,671.9299926757812,666.4088134765625,96846700,0.0,0.0,0.0,-0.00016365894166792128,8.464542669641759,673.4566630045573,668.8904938806623,48.532466469090366,2.4330898833957235,0.0014307972257687762,0.017089455341804838
2025-11-17,669.7000122070312,673.7100219726562,662.1699829101562,665.6699829101562,660.2003173828125,90456100,0.0,0.0,0.0,-0.009316461288915168,8.577942931510089,673.2586629231771,668.7924184510301,43.42789082062269,1.3778943723261818,-0.023142198102181433,0.0019265314551664137
2025-11-18,662.0999755859375,665.1199951171875,655.8599853515625,660.0800170898438,654.65625,114467500,0.0,0.0,0.0,-0.008397503213040225,8.881744426848966,672.9573303222656,668.52910114674,39.43883441385476,0.08954854326009354,-0.03355780806757869,-0.016713795482125482
2025-11-19,660.780029296875,667.3400268554688,658.75,662.6300048828125,657.185302734375,94703000,0.0,0.0,0.0,0.003863149507556951,9.079430115298175,672.607997639974,668.3521178475454,42.05365053437242,-0.7174418811360965,-0.030363779817582204,-0.012900495207718521
2025-11-20,672.9099731445312,675.5599975585938,651.8900146484375,652.530029296875,647.1683349609375,165293500,0.0,0.0,0.0,-0.015242255122032589,9.791101454235985,671.9869995117188,667.8808027001229,35.513251172708166,-2.1472194184315185,-0.029030934718700552,-0.022866065850884243
2025-11-21,655.0499877929688,664.5499877929688,650.8499755859375,659.030029296875,653.6148681640625,123956200,0.0,0.0,0.0,0.009961227389035265,9.445007992274713,672.187333170573,667.6189713806737,41.78792770310004,-2.7244272391792492,-0.019198374115636074,-0.018950190966549818
2025-11-24,662.6900024414062,670.0599975585938,661.5900268554688,668.72998046875,663.2351684570312,80437900,0.0,0.0,0.0,0.014718526835907575,9.31116697115825,672.3769999186198,667.6516180915281,49.659778550133254,-2.3718227062346386,0.004596868774548124,-0.012580316768180166
2025-11-25,668.6300048828125,676.2100219726562,664.47998046875,675.02001953125,669.4735107421875,81077100,0.0,0.0,0.0,0.009405947461920139,9.121418130998787,672.8033345540365,667.8667288001385,54.003455158381094,-1.5667667770759408,0.022633623279907145,-0.014914439975444838
