Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Daily Return,30-Day Rolling STD,30-Day Rolling SMA,30-Day Rolling EWMA,RSI,MACD,5D Return,21D Return
2025-05-20,3.319999933242798,3.4100000858306885,3.109999895095825,3.2899999618530273,3.2899999618530273,1263200,0.0,0.0,,,,3.2899999618530273,,0.0,,
2025-05-21,3.2300000190734863,3.2699999809265137,3.059999942779541,3.109999895095825,3.109999895095825,1006200,0.0,0.0,-0.05471126712591834,,,3.198960253568953,0.0,-0.014358979684335527,,
2025-05-22,3.0899999141693115,3.2899999618530273,3.0299999713897705,3.2200000286102295,3.2200000286102295,867400,0.0,0.0,0.0353698190433589,,,3.206136162081325,4.48979953287494,-0.016670318020664432,,
2025-05-23,3.130000114440918,3.190000057220459,3.049999952316284,3.1600000858306885,3.1600000858306885,570900,0.0,0.0,-0.01863352243678007,,,3.194199379760728,4.374430104870086,-0.02307754072218904,,
2025-05-27,3.2200000286102295,3.3399999141693115,3.069999933242798,3.1700000762939453,3.1700000762939453,672400,0.0,0.0,0.003164553858114205,,,3.1891333269552113,4.8134385356439395,-0.027036732594152735,,
2025-05-28,3.1700000762939453,3.1700000762939453,3.0,3.140000104904175,3.140000104904175,1075500,0.0,0.0,-0.009463713144399533,,,3.180464271522085,4.74308823366745,-0.03222371274608138,-0.04559266221522018,
2025-05-29,3.180000066757202,3.3399999141693115,3.069999933242798,3.319999933242798,3.319999933242798,655900,0.0,0.0,0.05732478417994069,,,3.2018058527746893,12.962709930724728,-0.021561403621621622,0.06752413029920756,
2025-05-30,3.2799999713897705,3.2799999713897705,3.049999952316284,3.0899999141693115,3.0899999141693115,623000,0.0,0.0,-0.06927711557175686,,,3.1866741904605824,11.586886929671252,-0.03130960849439868,-0.04037270598939302,
2025-06-02,3.0799999237060547,3.180000066757202,2.9700000286102295,3.0799999237060547,3.0799999237060547,1068400,0.0,0.0,-0.003236242958260749,,,3.17369696160311,11.529589255193542,-0.03938800632632766,-0.025316506313829312,
2025-06-03,3.0899999141693115,3.2100000381469727,3.0299999713897705,3.140000104904175,3.140000104904175,721300,0.0,0.0,0.019480578793626746,,,3.169966281850572,14.268930447574093,-0.040482029987091384,-0.009463713144399533,
2025-06-04,3.1500000953674316,3.4000000953674316,3.0999999046325684,3.3399999141693115,3.3399999141693115,876500,0.0,0.0,0.06369420464437847,,,3.187270629440524,22.844743532248344,-0.024923436617683148,0.06369420464437847,
2025-06-05,3.3499999046325684,3.3499999046325684,3.180000066757202,3.299999952316284,3.299999952316284,661900,0.0,0.0,-0.01197603679070025,,,3.197903829400785,22.362928420050963,-0.015640507867902276,-0.006024090761646117,
